process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cW_at_1,yield_cW_at_0p3,cW_95CL_LL,cW_95CL_UL,yield_cW_95CL_LL,yield_cW_95CL_UL,comb_cW_95CL_LL,comb_cW_95CL_UL,comb_yield_cW_95CL_LL,comb_yield_cW_95CL_UL,all_comb_cW_95CL_LL,all_comb_cW_95CL_UL,all_comb_yield_cW_95CL_LL,all_comb_yield_cW_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cW,sm_lin_quad_cW,quad_cW,lin_cW,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
TTbar,3,2500.0,3000.0,5.822826702147722,0.7932122228369982,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,40.256837914455055,-0.25200000405311584,0.24699999392032623,28.27821615182616,27.4246543553525,-0.11900000274181366,0.11800000071525574,6.548866293924098,6.562214740468173,-0.09200000017881393,0.09000000357627869,6.548866293924098,6.562214740468173,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,441.715916760863,0.4980393703598879,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
TTbar,4,3000.0,3500.0,1.3927788622677326,0.3782020039470605,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,40.917324595550014,-0.2549999952316284,0.25,29.513363912207062,28.46035733752346,-0.11900000274181366,0.11800000071525574,6.5136555588374625,6.44859016126096,-0.09200000017881393,0.09000000357627869,6.5136555588374625,6.44859016126096,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,452.65677274357193,0.17812015156648714,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WJets,1,1100.0,2000.0,1377.3680602400855,11.487063777598474,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,279.1587857982847,-0.27300000190734863,0.2680000066757202,227.12362291696405,230.29689500415466,-0.11900000274181366,0.11800000071525574,69.81983123843695,73.72649925585628,-0.09200000017881393,0.09000000357627869,69.81983123843695,73.72649925585628,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,2654.5703896351733,19.13840682595785,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WJets,2,2000.0,2500.0,27.586104618152604,1.6326704450275293,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,73.04239782827393,-0.3050000071525574,0.2980000078678131,74.52821025074648,72.09432520498616,-0.11900000274181366,0.11800000071525574,12.48752009598159,12.654590566200941,-0.09200000017881393,0.09000000357627869,12.48752009598159,12.654590566200941,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,790.2057261511859,1.4951460101747773,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WJets,3,2500.0,3000.0,4.344207974485471,0.6476899967839551,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,40.256837914455055,-0.25200000405311584,0.24699999392032623,28.27821615182616,27.4246543553525,-0.11900000274181366,0.11800000071525574,6.548866293924098,6.562214740468173,-0.09200000017881393,0.09000000357627869,6.548866293924098,6.562214740468173,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,441.715916760863,0.4980393703598879,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WJets,4,3000.0,3500.0,1.0306387416349025,0.3118642947060499,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,40.917324595550014,-0.2549999952316284,0.25,29.513363912207062,28.46035733752346,-0.11900000274181366,0.11800000071525574,6.5136555588374625,6.44859016126096,-0.09200000017881393,0.09000000357627869,6.5136555588374625,6.44859016126096,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,452.65677274357193,0.17812015156648714,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WW,1,1100.0,2000.0,405.1505524814129,9.662213621472555,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,279.1587857982847,-0.27300000190734863,0.2680000066757202,227.12362291696405,230.29689500415466,-0.11900000274181366,0.11800000071525574,69.81983123843695,73.72649925585628,-0.09200000017881393,0.09000000357627869,69.81983123843695,73.72649925585628,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,2654.5703896351733,19.13840682595785,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WW,2,2000.0,2500.0,12.557186089456081,1.685212365271094,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,73.04239782827393,-0.3050000071525574,0.2980000078678131,74.52821025074648,72.09432520498616,-0.11900000274181366,0.11800000071525574,12.48752009598159,12.654590566200941,-0.09200000017881393,0.09000000357627869,12.48752009598159,12.654590566200941,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,790.2057261511859,1.4951460101747773,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WW,3,2500.0,3000.0,3.1176525950431824,0.8828864357622053,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,40.256837914455055,-0.25200000405311584,0.24699999392032623,28.27821615182616,27.4246543553525,-0.11900000274181366,0.11800000071525574,6.548866293924098,6.562214740468173,-0.09200000017881393,0.09000000357627869,6.548866293924098,6.562214740468173,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,441.715916760863,0.4980393703598879,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WW,4,3000.0,3500.0,0.9266377240419388,0.4931862560486241,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,40.917324595550014,-0.2549999952316284,0.25,29.513363912207062,28.46035733752346,-0.11900000274181366,0.11800000071525574,6.5136555588374625,6.44859016126096,-0.09200000017881393,0.09000000357627869,6.5136555588374625,6.44859016126096,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,452.65677274357193,0.17812015156648714,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WZ,1,1100.0,2000.0,102.17559579014778,3.878140427000984,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,279.1587857982847,-0.27300000190734863,0.2680000066757202,227.12362291696405,230.29689500415466,-0.11900000274181366,0.11800000071525574,69.81983123843695,73.72649925585628,-0.09200000017881393,0.09000000357627869,69.81983123843695,73.72649925585628,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,2654.5703896351733,19.13840682595785,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WZ,2,2000.0,2500.0,3.415310353040695,0.6665928769264714,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,73.04239782827393,-0.3050000071525574,0.2980000078678131,74.52821025074648,72.09432520498616,-0.11900000274181366,0.11800000071525574,12.48752009598159,12.654590566200941,-0.09200000017881393,0.09000000357627869,12.48752009598159,12.654590566200941,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,790.2057261511859,1.4951460101747773,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WZ,3,2500.0,3000.0,1.3098052777349949,0.4650351233339387,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,40.256837914455055,-0.25200000405311584,0.24699999392032623,28.27821615182616,27.4246543553525,-0.11900000274181366,0.11800000071525574,6.548866293924098,6.562214740468173,-0.09200000017881393,0.09000000357627869,6.548866293924098,6.562214740468173,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,441.715916760863,0.4980393703598879,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WZ,4,3000.0,3500.0,0.2902390658855438,0.20523001165291718,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,40.917324595550014,-0.2549999952316284,0.25,29.513363912207062,28.46035733752346,-0.11900000274181366,0.11800000071525574,6.5136555588374625,6.44859016126096,-0.09200000017881393,0.09000000357627869,6.5136555588374625,6.44859016126096,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,452.65677274357193,0.17812015156648714,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ZZ,1,1100.0,2000.0,41.649358920753,4.294930448995165,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,279.1587857982847,-0.27300000190734863,0.2680000066757202,227.12362291696405,230.29689500415466,-0.11900000274181366,0.11800000071525574,69.81983123843695,73.72649925585628,-0.09200000017881393,0.09000000357627869,69.81983123843695,73.72649925585628,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,2654.5703896351733,19.13840682595785,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ZZ,2,2000.0,2500.0,0.8726599365472794,0.7977463253252466,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,73.04239782827393,-0.3050000071525574,0.2980000078678131,74.52821025074648,72.09432520498616,-0.11900000274181366,0.11800000071525574,12.48752009598159,12.654590566200941,-0.09200000017881393,0.09000000357627869,12.48752009598159,12.654590566200941,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,790.2057261511859,1.4951460101747773,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ZZ,3,2500.0,3000.0,0.24201802164316177,0.3619627147580751,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,40.256837914455055,-0.25200000405311584,0.24699999392032623,28.27821615182616,27.4246543553525,-0.11900000274181366,0.11800000071525574,6.548866293924098,6.562214740468173,-0.09200000017881393,0.09000000357627869,6.548866293924098,6.562214740468173,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,442.56694972609233,441.715916760863,0.4980393703598879,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ZZ,4,3000.0,3500.0,0.6363779306411743,0.32309480335745283,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,40.917324595550014,-0.2549999952316284,0.25,29.513363912207062,28.46035733752346,-0.11900000274181366,0.11800000071525574,6.5136555588374625,6.44859016126096,-0.09200000017881393,0.09000000357627869,6.5136555588374625,6.44859016126096,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,452.959671898297,452.65677274357193,0.17812015156648714,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ttV,1,1100.0,2000.0,647.7339086846914,12.817594324412774,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,279.1587857982847,-0.27300000190734863,0.2680000066757202,227.12362291696405,230.29689500415466,-0.11900000274181366,0.11800000071525574,69.81983123843695,73.72649925585628,-0.09200000017881393,0.09000000357627869,69.81983123843695,73.72649925585628,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,2708.214725144463,2654.5703896351733,19.13840682595785,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ttV,2,2000.0,2500.0,22.16453070472926,2.464975181554063,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,73.04239782827393,-0.3050000071525574,0.2980000078678131,74.52821025074648,72.09432520498616,-0.11900000274181366,0.11800000071525574,12.48752009598159,12.654590566200941,-0.09200000017881393,0.09000000357627869,12.48752009598159,12.654590566200941,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,793.1762108329755,790.2057261511859,1.4951460101747773,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
