process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cHbox_at_1,yield_cHbox_at_0p3,cHbox_95CL_LL,cHbox_95CL_UL,yield_cHbox_95CL_LL,yield_cHbox_95CL_UL,comb_cHbox_95CL_LL,comb_cHbox_95CL_UL,comb_yield_cHbox_95CL_LL,comb_yield_cHbox_95CL_UL,all_comb_cHbox_95CL_LL,all_comb_cHbox_95CL_UL,all_comb_yield_cHbox_95CL_LL,all_comb_yield_cHbox_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cHbox,sm_lin_quad_cHbox,quad_cHbox,lin_cHbox,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
TTbar,3,2500.0,3000.0,5.822826702147722,0.7932122228369981,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.3536285184629712,-307.12166641063016,274.5267246332847,43.61013076578312,35.94127468526532,-111.38109244925286,103.36721535447563,5.902261959983899,5.525626320823003,-59.52626374323403,53.271914967158445,5.902261959983899,5.525626320823003,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.00046502653022674457,0.0019728186277837567,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
TTbar,4,3000.0,3500.0,1.3927788622677326,0.3782020039470605,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.12502862592783645,-371.7768225637061,337.8423396944115,31.086035266678234,26.185044290161194,-111.38109244925286,103.36721535447563,2.8440467613216547,2.6192274498136077,-59.52626374323403,53.271914967158445,2.8440467613216547,2.6192274498136077,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.00022605999472945543,0.0007647202358666422,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WJets,1,1100.0,2000.0,1377.3680602400855,11.487063777598474,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,34.54989951495246,-149.07251557057305,130.14323411458514,398.0160317489381,346.02532398266,-111.38109244925286,103.36721535447563,233.45324050630427,234.0332275262244,-59.52626374323403,53.271914967158445,233.45324050630427,234.0332275262244,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,0.017306130170558192,0.14138997591305724,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WJets,2,2000.0,2500.0,27.586104618152604,1.6326704450275293,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,1.4777690900829814,-233.6363547521493,205.4185969302515,75.65860056863585,61.78609958607384,-111.38109244925286,103.36721535447563,17.887377944379452,17.14118343037829,-59.52626374323403,53.271914967158445,17.887377944379452,17.14118343037829,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,0.0013918877988357392,0.007679677847642896,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WJets,3,2500.0,3000.0,4.344207974485471,0.6476899967839551,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.3536285184629712,-307.12166641063016,274.5267246332847,43.61013076578312,35.94127468526532,-111.38109244925286,103.36721535447563,5.902261959983899,5.525626320823003,-59.52626374323403,53.271914967158445,5.902261959983899,5.525626320823003,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.00046502653022674457,0.0019728186277837567,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WJets,4,3000.0,3500.0,1.0306387416349025,0.3118642947060499,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.12502862592783645,-371.7768225637061,337.8423396944115,31.086035266678234,26.185044290161194,-111.38109244925286,103.36721535447563,2.8440467613216547,2.6192274498136077,-59.52626374323403,53.271914967158445,2.8440467613216547,2.6192274498136077,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.00022605999472945543,0.0007647202358666422,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WW,1,1100.0,2000.0,405.1505524814129,9.662213621472555,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,34.54989951495246,-149.07251557057305,130.14323411458514,398.0160317489381,346.02532398266,-111.38109244925286,103.36721535447563,233.45324050630427,234.0332275262244,-59.52626374323403,53.271914967158445,233.45324050630427,234.0332275262244,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,0.017306130170558192,0.14138997591305724,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WW,2,2000.0,2500.0,12.557186089456081,1.685212365271094,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,1.4777690900829814,-233.6363547521493,205.4185969302515,75.65860056863585,61.78609958607384,-111.38109244925286,103.36721535447563,17.887377944379452,17.14118343037829,-59.52626374323403,53.271914967158445,17.887377944379452,17.14118343037829,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,0.0013918877988357392,0.007679677847642896,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WW,3,2500.0,3000.0,3.1176525950431824,0.8828864357622053,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.3536285184629712,-307.12166641063016,274.5267246332847,43.61013076578312,35.94127468526532,-111.38109244925286,103.36721535447563,5.902261959983899,5.525626320823003,-59.52626374323403,53.271914967158445,5.902261959983899,5.525626320823003,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.00046502653022674457,0.0019728186277837567,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WW,4,3000.0,3500.0,0.9266377240419388,0.4931862560486241,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.12502862592783645,-371.7768225637061,337.8423396944115,31.086035266678234,26.185044290161194,-111.38109244925286,103.36721535447563,2.8440467613216547,2.6192274498136077,-59.52626374323403,53.271914967158445,2.8440467613216547,2.6192274498136077,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.00022605999472945543,0.0007647202358666422,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WZ,1,1100.0,2000.0,102.17559579014778,3.878140427000984,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,34.54989951495246,-149.07251557057305,130.14323411458514,398.0160317489381,346.02532398266,-111.38109244925286,103.36721535447563,233.45324050630427,234.0332275262244,-59.52626374323403,53.271914967158445,233.45324050630427,234.0332275262244,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,0.017306130170558192,0.14138997591305724,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WZ,2,2000.0,2500.0,3.415310353040695,0.6665928769264714,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,1.4777690900829814,-233.6363547521493,205.4185969302515,75.65860056863585,61.78609958607384,-111.38109244925286,103.36721535447563,17.887377944379452,17.14118343037829,-59.52626374323403,53.271914967158445,17.887377944379452,17.14118343037829,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,0.0013918877988357392,0.007679677847642896,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WZ,3,2500.0,3000.0,1.3098052777349949,0.4650351233339387,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.3536285184629712,-307.12166641063016,274.5267246332847,43.61013076578312,35.94127468526532,-111.38109244925286,103.36721535447563,5.902261959983899,5.525626320823003,-59.52626374323403,53.271914967158445,5.902261959983899,5.525626320823003,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.00046502653022674457,0.0019728186277837567,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WZ,4,3000.0,3500.0,0.2902390658855438,0.20523001165291718,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.12502862592783645,-371.7768225637061,337.8423396944115,31.086035266678234,26.185044290161194,-111.38109244925286,103.36721535447563,2.8440467613216547,2.6192274498136077,-59.52626374323403,53.271914967158445,2.8440467613216547,2.6192274498136077,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.00022605999472945543,0.0007647202358666422,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ZZ,1,1100.0,2000.0,41.649358920753,4.294930448995165,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,34.54989951495246,-149.07251557057305,130.14323411458514,398.0160317489381,346.02532398266,-111.38109244925286,103.36721535447563,233.45324050630427,234.0332275262244,-59.52626374323403,53.271914967158445,233.45324050630427,234.0332275262244,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,0.017306130170558192,0.14138997591305724,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ZZ,2,2000.0,2500.0,0.8726599365472794,0.7977463253252466,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,1.4777690900829814,-233.6363547521493,205.4185969302515,75.65860056863585,61.78609958607384,-111.38109244925286,103.36721535447563,17.887377944379452,17.14118343037829,-59.52626374323403,53.271914967158445,17.887377944379452,17.14118343037829,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,0.0013918877988357392,0.007679677847642896,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ZZ,3,2500.0,3000.0,0.24201802164316177,0.3619627147580751,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.3536285184629712,-307.12166641063016,274.5267246332847,43.61013076578312,35.94127468526532,-111.38109244925286,103.36721535447563,5.902261959983899,5.525626320823003,-59.52626374323403,53.271914967158445,5.902261959983899,5.525626320823003,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.00046502653022674457,0.0019728186277837567,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ZZ,4,3000.0,3500.0,0.6363779306411743,0.32309480335745283,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.12502862592783645,-371.7768225637061,337.8423396944115,31.086035266678234,26.185044290161194,-111.38109244925286,103.36721535447563,2.8440467613216547,2.6192274498136077,-59.52626374323403,53.271914967158445,2.8440467613216547,2.6192274498136077,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.00022605999472945543,0.0007647202358666422,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ttV,1,1100.0,2000.0,647.7339086846914,12.817594324412774,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,34.54989951495246,-149.07251557057305,130.14323411458514,398.0160317489381,346.02532398266,-111.38109244925286,103.36721535447563,233.45324050630427,234.0332275262244,-59.52626374323403,53.271914967158445,233.45324050630427,234.0332275262244,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,0.017306130170558192,0.14138997591305724,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ttV,2,2000.0,2500.0,22.16453070472926,2.464975181554063,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,1.4777690900829814,-233.6363547521493,205.4185969302515,75.65860056863585,61.78609958607384,-111.38109244925286,103.36721535447563,17.887377944379452,17.14118343037829,-59.52626374323403,53.271914967158445,17.887377944379452,17.14118343037829,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,0.0013918877988357392,0.007679677847642896,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ttV,3,2500.0,3000.0,4.144776146742515,1.0512916435193844,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.3536285184629712,-307.12166641063016,274.5267246332847,43.61013076578312,35.94127468526532,-111.38109244925286,103.36721535447563,5.902261959983899,5.525626320823003,-59.52626374323403,53.271914967158445,5.902261959983899,5.525626320823003,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.00046502653022674457,0.0019728186277837567,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ttV,4,3000.0,3500.0,1.0332567159784958,0.4997567314156581,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.12502862592783645,-371.7768225637061,337.8423396944115,31.086035266678234,26.185044290161194,-111.38109244925286,103.36721535447563,2.8440467613216547,2.6192274498136077,-59.52626374323403,53.271914967158445,2.8440467613216547,2.6192274498136077,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.00022605999472945543,0.0007647202358666422,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
sm,1,1100.0,2000.0,34.50592497046319,0.0,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,34.54989951495246,-149.07251557057305,130.14323411458514,398.0160317489381,346.02532398266,-111.38109244925286,103.36721535447563,233.45324050630427,234.0332275262244,-59.52626374323403,53.271914967158445,233.45324050630427,234.0332275262244,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.66462107654681,0.017306130170558192,0.14138997591305724,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
sm,2,2000.0,2500.0,1.4753399168267933,0.0,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,1.4777690900829814,-233.6363547521493,205.4185969302515,75.65860056863585,61.78609958607384,-111.38109244925286,103.36721535447563,17.887377944379452,17.14118343037829,-59.52626374323403,53.271914967158445,17.887377944379452,17.14118343037829,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.484411482473272,0.0013918877988357392,0.007679677847642896,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
sm,3,2500.0,3000.0,0.35299482048691566,0.0,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.3536285184629712,-307.12166641063016,274.5267246332847,43.61013076578312,35.94127468526532,-111.38109244925286,103.36721535447563,5.902261959983899,5.525626320823003,-59.52626374323403,53.271914967158445,5.902261959983899,5.525626320823003,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.35543266564492615,0.00046502653022674457,0.0019728186277837567,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
sm,4,3000.0,3500.0,0.1247788644575508,0.0,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.12502862592783645,-371.7768225637061,337.8423396944115,31.086035266678234,26.185044290161194,-111.38109244925286,103.36721535447563,2.8440467613216547,2.6192274498136077,-59.52626374323403,53.271914967158445,2.8440467613216547,2.6192274498136077,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.12576964468814691,0.00022605999472945543,0.0007647202358666422,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
DY,1,1250.0,1500.0,8.320661306381226,0.7351518213830418,0.0,0.0,0.0,0.0,2.524089589589385,2.533888776316919,2.5266268265727754,-223.34476384654673,202.27947854537615,96.3769718625386,82.5464780371065,-77.34500639844977,75.27006768948493,13.380944475278056,13.976948382403592,-59.52626374323403,53.271914967158445,13.380944475278056,13.976948382403592,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,2.533888776316919,0.0019167573089030965,0.00788242941863082,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
DY,2,1500.0,1750.0,3.3459248691797256,0.476219655426643,0.0,0.0,0.0,0.0,1.1155598526547676,1.12162795843284,1.11707004587987,-156.9349536493102,147.67607007520243,36.779552843712956,34.011366043873444,-77.34500639844977,75.27006768948493,9.598220840945196,9.831022647576566,-59.52626374323403,53.271914967158445,9.598220840945196,9.831022647576566,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,1.12162795843284,0.0014773262300929318,0.004590779547979373,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
DY,3,1750.0,2000.0,1.3090158626437187,0.2979331948577186,0.0,0.0,0.0,0.0,0.5322217069345606,0.5353958056667938,0.5329770242615676,-139.22756602812188,133.48871321320368,18.397088025944186,17.539457372066636,-77.34500639844977,75.27006768948493,5.968667440318041,6.013047542520081,-59.52626374323403,53.271914967158445,5.968667440318041,6.013047542520081,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.5353958056667938,0.0009376775841095549,0.002236421148123613,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
DY,4,2000.0,2250.0,0.7574682086706161,0.22251609053398394,0.0,0.0,0.0,0.0,0.3615255781015967,0.36330873018180004,0.361940268778642,-147.0144534339777,141.32999335080763,12.56023069246284,11.970665906295366,-77.34500639844977,75.27006768948493,3.6935899462311017,3.6969949668170843,-59.52626374323403,53.271914967158445,3.6935899462311017,3.6969949668170843,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.36330873018180004,0.00057264260483691,0.0012105094753664392,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
DY,5,2250.0,2500.0,0.15906842052936554,0.1124783588289478,0.0,0.0,0.0,0.0,0.16160510323256227,0.1626556049830827,0.1618399584495548,-136.69239561872513,132.76537615127307,7.214573392154961,6.990010905060226,-77.34500639844977,75.27006768948493,2.397292369911949,2.3781807594634556,-59.52626374323403,53.271914967158445,2.397292369911949,2.3781807594634556,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.1626556049830827,0.0003823586103029408,0.0006681431402174864,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
DY,6,2500.0,4000.0,0.13632303848862648,0.09772748647885791,0.0,0.0,0.0,0.0,0.1754646008614014,0.17684032921919426,0.17575382122812297,-102.81539211918782,101.37568170197554,6.311146902649169,6.299093070840337,-77.34500639844977,75.27006768948493,3.6326242060485128,3.5666027375506153,-59.52626374323403,53.271914967158445,3.6326242060485128,3.5666027375506153,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.17684032921919426,0.0005880863838871386,0.0007876419739057394,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
QCD,1,1250.0,1500.0,245.37664900545514,10.478759414984793,0.0,0.0,0.0,0.0,2.524089589589385,2.533888776316919,2.5266268265727754,-223.34476384654673,202.27947854537615,96.3769718625386,82.5464780371065,-77.34500639844977,75.27006768948493,13.380944475278056,13.976948382403592,-59.52626374323403,53.271914967158445,13.380944475278056,13.976948382403592,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,2.533888776316919,0.0019167573089030965,0.00788242941863082,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
QCD,2,1500.0,1750.0,78.02144186321715,5.63038002359732,0.0,0.0,0.0,0.0,1.1155598526547676,1.12162795843284,1.11707004587987,-156.9349536493102,147.67607007520243,36.779552843712956,34.011366043873444,-77.34500639844977,75.27006768948493,9.598220840945196,9.831022647576566,-59.52626374323403,53.271914967158445,9.598220840945196,9.831022647576566,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,1.12162795843284,0.0014773262300929318,0.004590779547979373,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
