process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cHW_at_1,yield_cHW_at_0p3,cHW_95CL_LL,cHW_95CL_UL,yield_cHW_95CL_LL,yield_cHW_95CL_UL,comb_cHW_95CL_LL,comb_cHW_95CL_UL,comb_yield_cHW_95CL_LL,comb_yield_cHW_95CL_UL,all_comb_cHW_95CL_LL,all_comb_cHW_95CL_UL,all_comb_yield_cHW_95CL_LL,all_comb_yield_cHW_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cHW,sm_lin_quad_cHW,quad_cHW,lin_cHW,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
WJets,1,1100.0,2000.0,1377.3680602400855,11.487063777598474,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,36.65253555015155,-4.28000020980835,4.119999885559082,299.4348673227701,301.2806245114898,-1.8509999513626099,1.7760000228881836,81.29216900496313,86.73745882890324,-1.2029999494552612,1.128000020980835,81.29216900496313,86.73745882890324,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,15.077431168964962,2.632126872042825,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WJets,2,2000.0,2500.0,27.586104618152604,1.6326704450275293,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,1.7656734087026749,-3.438999891281128,3.321000099182129,31.19132486650373,30.471968808306222,-1.8509999513626099,1.7760000228881836,9.915826658015483,9.930659311669546,-1.2029999494552612,1.128000020980835,9.915826658015483,9.930659311669546,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,2.569848347991208,0.19682795256223984,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WJets,3,2500.0,3000.0,4.344207974485471,0.6476899967839551,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,0.47443399495066063,-2.940000057220459,2.8420000076293945,10.074108454012288,9.778686797280585,-1.8509999513626099,1.7760000228881836,4.164371565800401,4.074612288954855,-1.2029999494552612,1.128000020980835,4.164371565800401,4.074612288954855,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,1.1454638445914402,0.06116218022670272,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WJets,4,3000.0,3500.0,1.0306387416349025,0.3118642947060499,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.2218806852410036,-2.9230000972747803,2.8550000190734863,8.405607924820801,8.19324706048893,-1.8509999513626099,1.7760000228881836,3.4252122064944017,3.2670419121542267,-1.2029999494552612,1.128000020980835,3.4252122064944017,3.2670419121542267,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.9794172490932831,0.029847098880042278,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WW,1,1100.0,2000.0,405.1505524814129,9.662213621472555,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,36.65253555015155,-4.28000020980835,4.119999885559082,299.4348673227701,301.2806245114898,-1.8509999513626099,1.7760000228881836,81.29216900496313,86.73745882890324,-1.2029999494552612,1.128000020980835,81.29216900496313,86.73745882890324,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,15.077431168964962,2.632126872042825,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WW,2,2000.0,2500.0,12.557186089456081,1.685212365271094,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,1.7656734087026749,-3.438999891281128,3.321000099182129,31.19132486650373,30.471968808306222,-1.8509999513626099,1.7760000228881836,9.915826658015483,9.930659311669546,-1.2029999494552612,1.128000020980835,9.915826658015483,9.930659311669546,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,2.569848347991208,0.19682795256223984,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WW,3,2500.0,3000.0,3.1176525950431824,0.8828864357622053,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,0.47443399495066063,-2.940000057220459,2.8420000076293945,10.074108454012288,9.778686797280585,-1.8509999513626099,1.7760000228881836,4.164371565800401,4.074612288954855,-1.2029999494552612,1.128000020980835,4.164371565800401,4.074612288954855,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,1.1454638445914402,0.06116218022670272,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WW,4,3000.0,3500.0,0.9266377240419388,0.4931862560486241,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.2218806852410036,-2.9230000972747803,2.8550000190734863,8.405607924820801,8.19324706048893,-1.8509999513626099,1.7760000228881836,3.4252122064944017,3.2670419121542267,-1.2029999494552612,1.128000020980835,3.4252122064944017,3.2670419121542267,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.9794172490932831,0.029847098880042278,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WZ,1,1100.0,2000.0,102.17559579014778,3.878140427000984,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,36.65253555015155,-4.28000020980835,4.119999885559082,299.4348673227701,301.2806245114898,-1.8509999513626099,1.7760000228881836,81.29216900496313,86.73745882890324,-1.2029999494552612,1.128000020980835,81.29216900496313,86.73745882890324,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,15.077431168964962,2.632126872042825,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WZ,2,2000.0,2500.0,3.415310353040695,0.6665928769264714,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,1.7656734087026749,-3.438999891281128,3.321000099182129,31.19132486650373,30.471968808306222,-1.8509999513626099,1.7760000228881836,9.915826658015483,9.930659311669546,-1.2029999494552612,1.128000020980835,9.915826658015483,9.930659311669546,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,2.569848347991208,0.19682795256223984,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WZ,3,2500.0,3000.0,1.3098052777349949,0.4650351233339387,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,0.47443399495066063,-2.940000057220459,2.8420000076293945,10.074108454012288,9.778686797280585,-1.8509999513626099,1.7760000228881836,4.164371565800401,4.074612288954855,-1.2029999494552612,1.128000020980835,4.164371565800401,4.074612288954855,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,1.1454638445914402,0.06116218022670272,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WZ,4,3000.0,3500.0,0.2902390658855438,0.20523001165291718,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.2218806852410036,-2.9230000972747803,2.8550000190734863,8.405607924820801,8.19324706048893,-1.8509999513626099,1.7760000228881836,3.4252122064944017,3.2670419121542267,-1.2029999494552612,1.128000020980835,3.4252122064944017,3.2670419121542267,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.9794172490932831,0.029847098880042278,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ZZ,1,1100.0,2000.0,41.649358920753,4.294930448995165,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,36.65253555015155,-4.28000020980835,4.119999885559082,299.4348673227701,301.2806245114898,-1.8509999513626099,1.7760000228881836,81.29216900496313,86.73745882890324,-1.2029999494552612,1.128000020980835,81.29216900496313,86.73745882890324,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,15.077431168964962,2.632126872042825,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ZZ,2,2000.0,2500.0,0.8726599365472794,0.7977463253252466,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,1.7656734087026749,-3.438999891281128,3.321000099182129,31.19132486650373,30.471968808306222,-1.8509999513626099,1.7760000228881836,9.915826658015483,9.930659311669546,-1.2029999494552612,1.128000020980835,9.915826658015483,9.930659311669546,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,2.569848347991208,0.19682795256223984,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ZZ,3,2500.0,3000.0,0.24201802164316177,0.3619627147580751,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,0.47443399495066063,-2.940000057220459,2.8420000076293945,10.074108454012288,9.778686797280585,-1.8509999513626099,1.7760000228881836,4.164371565800401,4.074612288954855,-1.2029999494552612,1.128000020980835,4.164371565800401,4.074612288954855,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,1.1454638445914402,0.06116218022670272,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ZZ,4,3000.0,3500.0,0.6363779306411743,0.32309480335745283,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.2218806852410036,-2.9230000972747803,2.8550000190734863,8.405607924820801,8.19324706048893,-1.8509999513626099,1.7760000228881836,3.4252122064944017,3.2670419121542267,-1.2029999494552612,1.128000020980835,3.4252122064944017,3.2670419121542267,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.9794172490932831,0.029847098880042278,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ttV,1,1100.0,2000.0,647.7339086846914,12.817594324412774,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,36.65253555015155,-4.28000020980835,4.119999885559082,299.4348673227701,301.2806245114898,-1.8509999513626099,1.7760000228881836,81.29216900496313,86.73745882890324,-1.2029999494552612,1.128000020980835,81.29216900496313,86.73745882890324,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,15.077431168964962,2.632126872042825,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ttV,2,2000.0,2500.0,22.16453070472926,2.464975181554063,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,1.7656734087026749,-3.438999891281128,3.321000099182129,31.19132486650373,30.471968808306222,-1.8509999513626099,1.7760000228881836,9.915826658015483,9.930659311669546,-1.2029999494552612,1.128000020980835,9.915826658015483,9.930659311669546,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,2.569848347991208,0.19682795256223984,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ttV,3,2500.0,3000.0,4.144776146742515,1.0512916435193844,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,0.47443399495066063,-2.940000057220459,2.8420000076293945,10.074108454012288,9.778686797280585,-1.8509999513626099,1.7760000228881836,4.164371565800401,4.074612288954855,-1.2029999494552612,1.128000020980835,4.164371565800401,4.074612288954855,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,1.1454638445914402,0.06116218022670272,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ttV,4,3000.0,3500.0,1.0332567159784958,0.4997567314156581,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.2218806852410036,-2.9230000972747803,2.8550000190734863,8.405607924820801,8.19324706048893,-1.8509999513626099,1.7760000228881836,3.4252122064944017,3.2670419121542267,-1.2029999494552612,1.128000020980835,3.4252122064944017,3.2670419121542267,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.9794172490932831,0.029847098880042278,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
sm,1,1100.0,2000.0,34.50592868333185,0.0,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,36.65253555015155,-4.28000020980835,4.119999885559082,299.4348673227701,301.2806245114898,-1.8509999513626099,1.7760000228881836,81.29216900496313,86.73745882890324,-1.2029999494552612,1.128000020980835,81.29216900496313,86.73745882890324,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,52.21548672433964,15.077431168964962,2.632126872042825,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
sm,2,2000.0,2500.0,1.475338671614794,0.0,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,1.7656734087026749,-3.438999891281128,3.321000099182129,31.19132486650373,30.471968808306222,-1.8509999513626099,1.7760000228881836,9.915826658015483,9.930659311669546,-1.2029999494552612,1.128000020980835,9.915826658015483,9.930659311669546,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,4.242014972168242,2.569848347991208,0.19682795256223984,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
sm,3,2500.0,3000.0,0.35299359486942017,0.0,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,0.47443399495066063,-2.940000057220459,2.8420000076293945,10.074108454012288,9.778686797280585,-1.8509999513626099,1.7760000228881836,4.164371565800401,4.074612288954855,-1.2029999494552612,1.128000020980835,4.164371565800401,4.074612288954855,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,1.5596196196875631,1.1454638445914402,0.06116218022670272,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
sm,4,3000.0,3500.0,0.12477900315859541,0.0,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.2218806852410036,-2.9230000972747803,2.8550000190734863,8.405607924820801,8.19324706048893,-1.8509999513626099,1.7760000228881836,3.4252122064944017,3.2670419121542267,-1.2029999494552612,1.128000020980835,3.4252122064944017,3.2670419121542267,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,1.1340433511319208,0.9794172490932831,0.029847098880042278,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
DY,1,1250.0,1500.0,8.320661306381226,0.7351518213830418,0.0,0.0,0.0,0.0,2.524089589589385,4.4352672403165485,2.7582578670838744,-5.380000114440918,5.199999809265137,47.68158541394943,47.73745195625811,-1.5859999656677246,1.5290000438690186,6.1174001219551455,6.752693537312106,-1.2029999494552612,1.128000020980835,6.1174001219551455,6.752693537312106,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,4.4352672403165485,1.6151667510650436,0.29601089966212024,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
DY,2,1500.0,1750.0,3.3459248691797256,0.476219655426643,0.0,0.0,0.0,0.0,1.1155598526547676,3.0354807211277937,1.3366455149481027,-4.005000114440918,3.86899995803833,27.301473126558957,27.302508267473407,-1.5859999656677246,1.5290000438690186,5.00174079860901,5.418024175338705,-1.2029999494552612,1.128000020980835,5.00174079860901,5.418024175338705,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,3.0354807211277937,1.6899552297551084,0.22996563871791764,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
DY,3,1750.0,2000.0,1.3090158626437187,0.2979331948577186,0.0,0.0,0.0,0.0,0.5322217069345606,1.9868140218965378,0.6918805153843098,-3.4100000858306885,3.305999994277954,15.387902101748166,15.386837475683224,-1.5859999656677246,1.5290000438690186,3.629684501004082,3.8221105893010634,-1.2029999494552612,1.128000020980835,3.629684501004082,3.8221105893010634,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,1.9868140218965378,1.3177089811373526,0.1368833338246246,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
DY,4,2000.0,2250.0,0.7574682086706161,0.22251609053398394,0.0,0.0,0.0,0.0,0.3615255781015967,1.517175308496677,0.48310826946965724,-3.053999900817871,2.9760000705718994,10.104054385857976,10.104499459629666,-1.5859999656677246,1.5290000438690186,2.925209708242792,2.9955617795709624,-1.2029999494552612,1.128000020980835,2.925209708242792,2.9955617795709624,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,1.517175308496677,1.0719629892879217,0.08368674110715868,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
DY,5,2250.0,2500.0,0.15906842052936554,0.1124783588289478,0.0,0.0,0.0,0.0,0.16160510323256227,1.0534246960164237,0.2539509916845902,-2.73799991607666,2.6689999103546143,6.258419442182965,6.258247572493947,-1.5859999656677246,1.5290000438690186,2.168915024273528,2.2000018255800677,-1.2029999494552612,1.128000020980835,2.168915024273528,2.2000018255800677,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,1.0534246960164237,0.8342856637291929,0.05753392905466859,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
DY,6,2500.0,4000.0,0.13632303848862648,0.09772748647885791,0.0,0.0,0.0,0.0,0.1754646008614014,2.2753192683017867,0.3821036896269344,-1.7630000114440918,1.722000002861023,6.292707401492538,6.297622169103368,-1.5859999656677246,1.5290000438690186,5.112675491090202,5.01660169731566,-1.2029999494552612,1.128000020980835,5.112675491090202,5.01660169731566,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,2.2753192683017867,2.0157967212694405,0.08405794617094473,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
QCD,1,1250.0,1500.0,245.37664900545514,10.478759414984793,0.0,0.0,0.0,0.0,2.524089589589385,4.4352672403165485,2.7582578670838744,-5.380000114440918,5.199999809265137,47.68158541394943,47.73745195625811,-1.5859999656677246,1.5290000438690186,6.1174001219551455,6.752693537312106,-1.2029999494552612,1.128000020980835,6.1174001219551455,6.752693537312106,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,4.4352672403165485,1.6151667510650436,0.29601089966212024,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
QCD,2,1500.0,1750.0,78.02144186321715,5.63038002359732,0.0,0.0,0.0,0.0,1.1155598526547676,3.0354807211277937,1.3366455149481027,-4.005000114440918,3.86899995803833,27.301473126558957,27.302508267473407,-1.5859999656677246,1.5290000438690186,5.00174079860901,5.418024175338705,-1.2029999494552612,1.128000020980835,5.00174079860901,5.418024175338705,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,3.0354807211277937,1.6899552297551084,0.22996563871791764,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
