process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cHB_at_1,yield_cHB_at_0p3,cHB_95CL_LL,cHB_95CL_UL,yield_cHB_95CL_LL,yield_cHB_95CL_UL,comb_cHB_95CL_LL,comb_cHB_95CL_UL,comb_yield_cHB_95CL_LL,comb_yield_cHB_95CL_UL,all_comb_cHB_95CL_LL,all_comb_cHB_95CL_UL,all_comb_yield_cHB_95CL_LL,all_comb_yield_cHB_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cHB,sm_lin_quad_cHB,quad_cHB,lin_cHB,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
TTbar,3,2500.0,3000.0,5.822826702147722,0.7932122228369981,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.35674732105658385,-18.48799320039302,18.48649403858804,14.532296837249346,14.532299852722264,-13.355078231614373,13.351796852979197,7.751681329576901,7.749708839220851,-8.13158564579556,8.236069227645446,7.751681329576901,7.749708839220851,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.04148686053334627,6.227707222344891e-05,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
TTbar,4,3000.0,3500.0,1.3927788622677326,0.3782020039470605,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.1272776978291641,-17.28380959674316,17.280867354546945,8.334726476715145,8.33480518769613,-13.355078231614373,13.351796852979197,5.026312041411507,5.026123895434958,-8.13158564579556,8.236069227645446,5.026312041411507,5.026123895434958,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.02748764022816941,8.31525035934616e-05,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WJets,1,1100.0,2000.0,1377.3680602400855,11.487063777598474,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,34.54885040789867,-24.093746094514618,24.093080943567937,310.7320261411387,310.7326899589466,-13.355078231614373,13.351796852979197,119.37292822609359,119.34004801126379,-8.13158564579556,8.236069227645446,119.37292822609359,119.34004801126379,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,0.4758483485116426,0.0003302868981123197,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WJets,2,2000.0,2500.0,27.586104618152604,1.6326704450275293,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,1.4831962598361332,-19.925096742995724,19.916848883804626,35.243690194916894,35.24205726295318,-13.355078231614373,13.351796852979197,16.64299780585444,16.653189478984636,-8.13158564579556,8.236069227645446,16.64299780585444,16.653189478984636,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,0.08508995114026563,0.0006608246890531522,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WJets,3,2500.0,3000.0,4.344207974485471,0.6476899967839551,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.35674732105658385,-18.48799320039302,18.48649403858804,14.532296837249346,14.532299852722264,-13.355078231614373,13.351796852979197,7.751681329576901,7.749708839220851,-8.13158564579556,8.236069227645446,7.751681329576901,7.749708839220851,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.04148686053334627,6.227707222344891e-05,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WJets,4,3000.0,3500.0,1.0306387416349025,0.3118642947060499,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.1272776978291641,-17.28380959674316,17.280867354546945,8.334726476715145,8.33480518769613,-13.355078231614373,13.351796852979197,5.026312041411507,5.026123895434958,-8.13158564579556,8.236069227645446,5.026312041411507,5.026123895434958,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.02748764022816941,8.31525035934616e-05,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WW,1,1100.0,2000.0,405.1505524814129,9.662213621472555,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,34.54885040789867,-24.093746094514618,24.093080943567937,310.7320261411387,310.7326899589466,-13.355078231614373,13.351796852979197,119.37292822609359,119.34004801126379,-8.13158564579556,8.236069227645446,119.37292822609359,119.34004801126379,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,0.4758483485116426,0.0003302868981123197,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WW,2,2000.0,2500.0,12.557186089456081,1.685212365271094,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,1.4831962598361332,-19.925096742995724,19.916848883804626,35.243690194916894,35.24205726295318,-13.355078231614373,13.351796852979197,16.64299780585444,16.653189478984636,-8.13158564579556,8.236069227645446,16.64299780585444,16.653189478984636,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,0.08508995114026563,0.0006608246890531522,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WW,3,2500.0,3000.0,3.1176525950431824,0.8828864357622053,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.35674732105658385,-18.48799320039302,18.48649403858804,14.532296837249346,14.532299852722264,-13.355078231614373,13.351796852979197,7.751681329576901,7.749708839220851,-8.13158564579556,8.236069227645446,7.751681329576901,7.749708839220851,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.04148686053334627,6.227707222344891e-05,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WW,4,3000.0,3500.0,0.9266377240419388,0.4931862560486241,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.1272776978291641,-17.28380959674316,17.280867354546945,8.334726476715145,8.33480518769613,-13.355078231614373,13.351796852979197,5.026312041411507,5.026123895434958,-8.13158564579556,8.236069227645446,5.026312041411507,5.026123895434958,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.02748764022816941,8.31525035934616e-05,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WZ,1,1100.0,2000.0,102.17559579014778,3.878140427000984,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,34.54885040789867,-24.093746094514618,24.093080943567937,310.7320261411387,310.7326899589466,-13.355078231614373,13.351796852979197,119.37292822609359,119.34004801126379,-8.13158564579556,8.236069227645446,119.37292822609359,119.34004801126379,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,0.4758483485116426,0.0003302868981123197,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WZ,2,2000.0,2500.0,3.415310353040695,0.6665928769264714,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,1.4831962598361332,-19.925096742995724,19.916848883804626,35.243690194916894,35.24205726295318,-13.355078231614373,13.351796852979197,16.64299780585444,16.653189478984636,-8.13158564579556,8.236069227645446,16.64299780585444,16.653189478984636,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,0.08508995114026563,0.0006608246890531522,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WZ,3,2500.0,3000.0,1.3098052777349949,0.4650351233339387,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.35674732105658385,-18.48799320039302,18.48649403858804,14.532296837249346,14.532299852722264,-13.355078231614373,13.351796852979197,7.751681329576901,7.749708839220851,-8.13158564579556,8.236069227645446,7.751681329576901,7.749708839220851,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.04148686053334627,6.227707222344891e-05,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WZ,4,3000.0,3500.0,0.2902390658855438,0.20523001165291718,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.1272776978291641,-17.28380959674316,17.280867354546945,8.334726476715145,8.33480518769613,-13.355078231614373,13.351796852979197,5.026312041411507,5.026123895434958,-8.13158564579556,8.236069227645446,5.026312041411507,5.026123895434958,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.02748764022816941,8.31525035934616e-05,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ZZ,1,1100.0,2000.0,41.649358920753,4.294930448995165,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,34.54885040789867,-24.093746094514618,24.093080943567937,310.7320261411387,310.7326899589466,-13.355078231614373,13.351796852979197,119.37292822609359,119.34004801126379,-8.13158564579556,8.236069227645446,119.37292822609359,119.34004801126379,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,0.4758483485116426,0.0003302868981123197,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ZZ,2,2000.0,2500.0,0.8726599365472794,0.7977463253252466,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,1.4831962598361332,-19.925096742995724,19.916848883804626,35.243690194916894,35.24205726295318,-13.355078231614373,13.351796852979197,16.64299780585444,16.653189478984636,-8.13158564579556,8.236069227645446,16.64299780585444,16.653189478984636,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,0.08508995114026563,0.0006608246890531522,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ZZ,3,2500.0,3000.0,0.24201802164316177,0.3619627147580751,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.35674732105658385,-18.48799320039302,18.48649403858804,14.532296837249346,14.532299852722264,-13.355078231614373,13.351796852979197,7.751681329576901,7.749708839220851,-8.13158564579556,8.236069227645446,7.751681329576901,7.749708839220851,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.04148686053334627,6.227707222344891e-05,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ZZ,4,3000.0,3500.0,0.6363779306411743,0.32309480335745283,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.1272776978291641,-17.28380959674316,17.280867354546945,8.334726476715145,8.33480518769613,-13.355078231614373,13.351796852979197,5.026312041411507,5.026123895434958,-8.13158564579556,8.236069227645446,5.026312041411507,5.026123895434958,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.02748764022816941,8.31525035934616e-05,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ttV,1,1100.0,2000.0,647.7339086846914,12.817594324412774,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,34.54885040789867,-24.093746094514618,24.093080943567937,310.7320261411387,310.7326899589466,-13.355078231614373,13.351796852979197,119.37292822609359,119.34004801126379,-8.13158564579556,8.236069227645446,119.37292822609359,119.34004801126379,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,0.4758483485116426,0.0003302868981123197,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ttV,2,2000.0,2500.0,22.16453070472926,2.464975181554063,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,1.4831962598361332,-19.925096742995724,19.916848883804626,35.243690194916894,35.24205726295318,-13.355078231614373,13.351796852979197,16.64299780585444,16.653189478984636,-8.13158564579556,8.236069227645446,16.64299780585444,16.653189478984636,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,0.08508995114026563,0.0006608246890531522,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ttV,3,2500.0,3000.0,4.144776146742515,1.0512916435193844,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.35674732105658385,-18.48799320039302,18.48649403858804,14.532296837249346,14.532299852722264,-13.355078231614373,13.351796852979197,7.751681329576901,7.749708839220851,-8.13158564579556,8.236069227645446,7.751681329576901,7.749708839220851,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.04148686053334627,6.227707222344891e-05,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ttV,4,3000.0,3500.0,1.0332567159784958,0.4997567314156581,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.1272776978291641,-17.28380959674316,17.280867354546945,8.334726476715145,8.33480518769613,-13.355078231614373,13.351796852979197,5.026312041411507,5.026123895434958,-8.13158564579556,8.236069227645446,5.026312041411507,5.026123895434958,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.02748764022816941,8.31525035934616e-05,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
sm,1,1100.0,2000.0,34.50592497046319,0.0,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,34.54885040789867,-24.093746094514618,24.093080943567937,310.7320261411387,310.7326899589466,-13.355078231614373,13.351796852979197,119.37292822609359,119.34004801126379,-8.13158564579556,8.236069227645446,119.37292822609359,119.34004801126379,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,34.98210360587294,0.4758483485116426,0.0003302868981123197,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
sm,2,2000.0,2500.0,1.4753399168267933,0.0,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,1.4831962598361332,-19.925096742995724,19.916848883804626,35.243690194916894,35.24205726295318,-13.355078231614373,13.351796852979197,16.64299780585444,16.653189478984636,-8.13158564579556,8.236069227645446,16.64299780585444,16.653189478984636,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,1.5610906926561121,0.08508995114026563,0.0006608246890531522,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
sm,3,2500.0,3000.0,0.35299482048691566,0.0,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.35674732105658385,-18.48799320039302,18.48649403858804,14.532296837249346,14.532299852722264,-13.355078231614373,13.351796852979197,7.751681329576901,7.749708839220851,-8.13158564579556,8.236069227645446,7.751681329576901,7.749708839220851,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,0.3945439580924854,0.04148686053334627,6.227707222344891e-05,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
sm,4,3000.0,3500.0,0.1247788644575508,0.0,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.1272776978291641,-17.28380959674316,17.280867354546945,8.334726476715145,8.33480518769613,-13.355078231614373,13.351796852979197,5.026312041411507,5.026123895434958,-8.13158564579556,8.236069227645446,5.026312041411507,5.026123895434958,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,0.15234965718931368,0.02748764022816941,8.31525035934616e-05,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
DY,1,1250.0,1500.0,8.320661306381226,0.7351518213830418,0.0,0.0,0.0,0.0,2.524089589589385,2.57582564601093,2.528491930443983,-29.230550882864996,29.252823475814793,47.797074563527026,47.795329271597915,-9.175621148689416,9.18339531359976,6.992740671927187,6.978100024496182,-8.13158564579556,8.236069227645446,6.992740671927187,6.978100024496182,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,2.57582564601093,0.052945124151741116,-0.0012090677301959118,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
DY,2,1500.0,1750.0,3.3459248691797256,0.476219655426643,0.0,0.0,0.0,0.0,1.1155598526547676,1.1704171768154197,1.1203629202333352,-21.704775908191618,21.71660291332978,27.273366599841832,27.2741402975998,-9.175621148689416,9.18339531359976,5.793727149246024,5.789925043275465,-8.13158564579556,8.236069227645446,5.793727149246024,5.789925043275465,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,1.1704171768154197,0.055495855569657304,-0.0006385314090053829,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
DY,3,1750.0,2000.0,1.3090158626437187,0.2979331948577186,0.0,0.0,0.0,0.0,0.5322217069345606,0.5736249858513223,0.5358440603046523,-18.81827733605384,18.8306403219053,15.378857432003981,15.379724362794317,-9.175621148689416,9.18339531359976,4.06426084524378,4.06115382392056,-8.13158564579556,8.236069227645446,4.06426084524378,4.06115382392056,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.5736249858513223,0.04189823954731848,-0.0004949606305568732,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
DY,4,2000.0,2250.0,0.7574682086706161,0.22251609053398394,0.0,0.0,0.0,0.0,0.3615255781015967,0.3964131245915514,0.3645298374748253,-16.53664071735737,16.554948160855428,10.089173649361285,10.089329718158105,-9.175621148689416,9.18339531359976,3.3590763408117263,3.352291464075639,-8.13158564579556,8.236069227645446,3.3590763408117263,3.352291464075639,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.3964131245915514,0.03553335511313222,-0.0006458086231774796,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
DY,5,2250.0,2500.0,0.15906842052936554,0.1124783588289478,0.0,0.0,0.0,0.0,0.16160510323256227,0.18371468333346383,0.1635476130883745,-16.502775742782106,16.512883592313543,6.248094450707835,6.248103434434471,-9.175621148689416,9.18339531359976,2.0441086169758185,2.0431566854764895,-8.13158564579556,8.236069227645446,2.0441086169758185,2.0431566854764895,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.18371468333346383,0.022335067497420164,-0.00022548739651861993,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
DY,6,2500.0,4000.0,0.13632303848862648,0.09772748647885791,0.0,0.0,0.0,0.0,0.1754646008614014,0.23138698968611063,0.1804341996113607,-10.409421543140919,10.414705577686801,6.270859194678354,6.270757352261052,-9.175621148689416,9.18339531359976,4.911879031813435,4.914359617962373,-8.13158564579556,8.236069227645446,4.911879031813435,4.914359617962373,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.23138698968611063,0.0562243709402547,-0.0003019821155454683,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
QCD,1,1250.0,1500.0,245.37664900545514,10.478759414984793,0.0,0.0,0.0,0.0,2.524089589589385,2.57582564601093,2.528491930443983,-29.230550882864996,29.252823475814793,47.797074563527026,47.795329271597915,-9.175621148689416,9.18339531359976,6.992740671927187,6.978100024496182,-8.13158564579556,8.236069227645446,6.992740671927187,6.978100024496182,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,2.57582564601093,0.052945124151741116,-0.0012090677301959118,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
QCD,2,1500.0,1750.0,78.02144186321715,5.63038002359732,0.0,0.0,0.0,0.0,1.1155598526547676,1.1704171768154197,1.1203629202333352,-21.704775908191618,21.71660291332978,27.273366599841832,27.2741402975998,-9.175621148689416,9.18339531359976,5.793727149246024,5.789925043275465,-8.13158564579556,8.236069227645446,5.793727149246024,5.789925043275465,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,1.1704171768154197,0.055495855569657304,-0.0006385314090053829,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
