process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cM0_at_1,yield_cM0_at_0p3,cM0_95CL_LL,cM0_95CL_UL,yield_cM0_95CL_LL,yield_cM0_95CL_UL,comb_cM0_95CL_LL,comb_cM0_95CL_UL,comb_yield_cM0_95CL_LL,comb_yield_cM0_95CL_UL,all_comb_cM0_95CL_LL,all_comb_cM0_95CL_UL,all_comb_yield_cM0_95CL_LL,all_comb_yield_cM0_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cM0,sm_lin_quad_cM0,quad_cM0,lin_cM0,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
TTbar,3,2500.0,3000.0,5.822826702147722,0.7932122228369981,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,0.44903206106479143,-3.3807797966342377,3.430275418192205,14.558687680527346,14.5568705108364,-1.5368276203831321,1.5554631816474633,3.3427478402367634,3.225069548580139,-0.8754953818939294,0.8970737266429105,3.3427478402367634,3.225069548580139,36.40899242328101,2.8784170650494194,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,1.22451412462242,-0.060874884791730643,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
TTbar,4,3000.0,3500.0,1.3927788622677326,0.3782020039470605,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,0.42266521330478024,-1.5660805245067977,1.581677512527859,8.36580224804839,8.365876323354072,-1.5368276203831321,1.5554631816474633,8.06283214449843,8.094110716544334,-0.8754953818939294,0.8970737266429105,8.06283214449843,8.094110716544334,10.670563412820165,1.532332711454587,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,3.321125683293738,-0.05177602477967022,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WJets,1,1100.0,2000.0,1377.3680602400855,11.487063777598474,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,34.226746917627466,-10.347786468180148,10.66710231723267,308.87810326552193,308.9788682138277,-1.5368276203831321,1.5554631816474633,41.33111931464815,39.03211880698941,-0.8754953818939294,0.8970737266429105,41.33111931464815,39.03211880698941,15944.0555032107,61.51704064880988,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,2.4885464665507513,-0.7898373965589087,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WJets,2,2000.0,2500.0,27.586104618152604,1.6326704450275293,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.712401888649419,-4.7628626589004925,4.8603988232757915,35.40758359623119,35.407343893135355,-1.5368276203831321,1.5554631816474633,5.289372803802388,4.933231949981325,-0.8754953818939294,0.8970737266429105,5.289372803802388,4.933231949981325,223.2300784357421,7.474540523752163,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.459376020722863,-0.14236684815948597,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WJets,3,2500.0,3000.0,4.344207974485471,0.6476899967839551,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,0.44903206106479143,-3.3807797966342377,3.430275418192205,14.558687680527346,14.5568705108364,-1.5368276203831321,1.5554631816474633,3.3427478402367634,3.225069548580139,-0.8754953818939294,0.8970737266429105,3.3427478402367634,3.225069548580139,36.40899242328101,2.8784170650494194,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,1.22451412462242,-0.060874884791730643,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WJets,4,3000.0,3500.0,1.0306387416349025,0.3118642947060499,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,0.42266521330478024,-1.5660805245067977,1.581677512527859,8.36580224804839,8.365876323354072,-1.5368276203831321,1.5554631816474633,8.06283214449843,8.094110716544334,-0.8754953818939294,0.8970737266429105,8.06283214449843,8.094110716544334,10.670563412820165,1.532332711454587,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,3.321125683293738,-0.05177602477967022,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WW,1,1100.0,2000.0,405.1505524814129,9.662213621472555,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,34.226746917627466,-10.347786468180148,10.66710231723267,308.87810326552193,308.9788682138277,-1.5368276203831321,1.5554631816474633,41.33111931464815,39.03211880698941,-0.8754953818939294,0.8970737266429105,41.33111931464815,39.03211880698941,15944.0555032107,61.51704064880988,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,2.4885464665507513,-0.7898373965589087,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WW,2,2000.0,2500.0,12.557186089456081,1.685212365271094,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.712401888649419,-4.7628626589004925,4.8603988232757915,35.40758359623119,35.407343893135355,-1.5368276203831321,1.5554631816474633,5.289372803802388,4.933231949981325,-0.8754953818939294,0.8970737266429105,5.289372803802388,4.933231949981325,223.2300784357421,7.474540523752163,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.459376020722863,-0.14236684815948597,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WW,3,2500.0,3000.0,3.1176525950431824,0.8828864357622053,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,0.44903206106479143,-3.3807797966342377,3.430275418192205,14.558687680527346,14.5568705108364,-1.5368276203831321,1.5554631816474633,3.3427478402367634,3.225069548580139,-0.8754953818939294,0.8970737266429105,3.3427478402367634,3.225069548580139,36.40899242328101,2.8784170650494194,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,1.22451412462242,-0.060874884791730643,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WW,4,3000.0,3500.0,0.9266377240419388,0.4931862560486241,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,0.42266521330478024,-1.5660805245067977,1.581677512527859,8.36580224804839,8.365876323354072,-1.5368276203831321,1.5554631816474633,8.06283214449843,8.094110716544334,-0.8754953818939294,0.8970737266429105,8.06283214449843,8.094110716544334,10.670563412820165,1.532332711454587,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,3.321125683293738,-0.05177602477967022,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WZ,1,1100.0,2000.0,102.17559579014778,3.878140427000984,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,34.226746917627466,-10.347786468180148,10.66710231723267,308.87810326552193,308.9788682138277,-1.5368276203831321,1.5554631816474633,41.33111931464815,39.03211880698941,-0.8754953818939294,0.8970737266429105,41.33111931464815,39.03211880698941,15944.0555032107,61.51704064880988,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,2.4885464665507513,-0.7898373965589087,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WZ,2,2000.0,2500.0,3.415310353040695,0.6665928769264714,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.712401888649419,-4.7628626589004925,4.8603988232757915,35.40758359623119,35.407343893135355,-1.5368276203831321,1.5554631816474633,5.289372803802388,4.933231949981325,-0.8754953818939294,0.8970737266429105,5.289372803802388,4.933231949981325,223.2300784357421,7.474540523752163,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.459376020722863,-0.14236684815948597,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WZ,3,2500.0,3000.0,1.3098052777349949,0.4650351233339387,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,0.44903206106479143,-3.3807797966342377,3.430275418192205,14.558687680527346,14.5568705108364,-1.5368276203831321,1.5554631816474633,3.3427478402367634,3.225069548580139,-0.8754953818939294,0.8970737266429105,3.3427478402367634,3.225069548580139,36.40899242328101,2.8784170650494194,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,1.22451412462242,-0.060874884791730643,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WZ,4,3000.0,3500.0,0.2902390658855438,0.20523001165291718,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,0.42266521330478024,-1.5660805245067977,1.581677512527859,8.36580224804839,8.365876323354072,-1.5368276203831321,1.5554631816474633,8.06283214449843,8.094110716544334,-0.8754953818939294,0.8970737266429105,8.06283214449843,8.094110716544334,10.670563412820165,1.532332711454587,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,3.321125683293738,-0.05177602477967022,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ZZ,1,1100.0,2000.0,41.649358920753,4.294930448995165,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,34.226746917627466,-10.347786468180148,10.66710231723267,308.87810326552193,308.9788682138277,-1.5368276203831321,1.5554631816474633,41.33111931464815,39.03211880698941,-0.8754953818939294,0.8970737266429105,41.33111931464815,39.03211880698941,15944.0555032107,61.51704064880988,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,2.4885464665507513,-0.7898373965589087,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ZZ,2,2000.0,2500.0,0.8726599365472794,0.7977463253252466,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.712401888649419,-4.7628626589004925,4.8603988232757915,35.40758359623119,35.407343893135355,-1.5368276203831321,1.5554631816474633,5.289372803802388,4.933231949981325,-0.8754953818939294,0.8970737266429105,5.289372803802388,4.933231949981325,223.2300784357421,7.474540523752163,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.459376020722863,-0.14236684815948597,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ZZ,3,2500.0,3000.0,0.24201802164316177,0.3619627147580751,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,0.44903206106479143,-3.3807797966342377,3.430275418192205,14.558687680527346,14.5568705108364,-1.5368276203831321,1.5554631816474633,3.3427478402367634,3.225069548580139,-0.8754953818939294,0.8970737266429105,3.3427478402367634,3.225069548580139,36.40899242328101,2.8784170650494194,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,1.22451412462242,-0.060874884791730643,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ZZ,4,3000.0,3500.0,0.6363779306411743,0.32309480335745283,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,0.42266521330478024,-1.5660805245067977,1.581677512527859,8.36580224804839,8.365876323354072,-1.5368276203831321,1.5554631816474633,8.06283214449843,8.094110716544334,-0.8754953818939294,0.8970737266429105,8.06283214449843,8.094110716544334,10.670563412820165,1.532332711454587,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,3.321125683293738,-0.05177602477967022,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ttV,1,1100.0,2000.0,647.7339086846914,12.817594324412774,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,34.226746917627466,-10.347786468180148,10.66710231723267,308.87810326552193,308.9788682138277,-1.5368276203831321,1.5554631816474633,41.33111931464815,39.03211880698941,-0.8754953818939294,0.8970737266429105,41.33111931464815,39.03211880698941,15944.0555032107,61.51704064880988,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,2.4885464665507513,-0.7898373965589087,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ttV,2,2000.0,2500.0,22.16453070472926,2.464975181554063,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.712401888649419,-4.7628626589004925,4.8603988232757915,35.40758359623119,35.407343893135355,-1.5368276203831321,1.5554631816474633,5.289372803802388,4.933231949981325,-0.8754953818939294,0.8970737266429105,5.289372803802388,4.933231949981325,223.2300784357421,7.474540523752163,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.459376020722863,-0.14236684815948597,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ttV,3,2500.0,3000.0,4.144776146742515,1.0512916435193844,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,0.44903206106479143,-3.3807797966342377,3.430275418192205,14.558687680527346,14.5568705108364,-1.5368276203831321,1.5554631816474633,3.3427478402367634,3.225069548580139,-0.8754953818939294,0.8970737266429105,3.3427478402367634,3.225069548580139,36.40899242328101,2.8784170650494194,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,1.22451412462242,-0.060874884791730643,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ttV,4,3000.0,3500.0,1.0332567159784958,0.4997567314156581,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,0.42266521330478024,-1.5660805245067977,1.581677512527859,8.36580224804839,8.365876323354072,-1.5368276203831321,1.5554631816474633,8.06283214449843,8.094110716544334,-0.8754953818939294,0.8970737266429105,8.06283214449843,8.094110716544334,10.670563412820165,1.532332711454587,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,3.321125683293738,-0.05177602477967022,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
sm,1,1100.0,2000.0,34.239728954605575,0.0,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,34.226746917627466,-10.347786468180148,10.66710231723267,308.87810326552193,308.9788682138277,-1.5368276203831321,1.5554631816474633,41.33111931464815,39.03211880698941,-0.8754953818939294,0.8970737266429105,41.33111931464815,39.03211880698941,15944.0555032107,61.51704064880988,0.0,0.0,0.0,0.0,34.239728954605575,35.93843802459742,2.4885464665507513,-0.7898373965589087,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
sm,2,2000.0,2500.0,1.6237681012322072,0.0,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.712401888649419,-4.7628626589004925,4.8603988232757915,35.40758359623119,35.407343893135355,-1.5368276203831321,1.5554631816474633,5.289372803802388,4.933231949981325,-0.8754953818939294,0.8970737266429105,5.289372803802388,4.933231949981325,223.2300784357421,7.474540523752163,0.0,0.0,0.0,0.0,1.6237681012322072,2.940777273795584,1.459376020722863,-0.14236684815948597,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
sm,3,2500.0,3000.0,0.35708825528629284,0.0,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,0.44903206106479143,-3.3807797966342377,3.430275418192205,14.558687680527346,14.5568705108364,-1.5368276203831321,1.5554631816474633,3.3427478402367634,3.225069548580139,-0.8754953818939294,0.8970737266429105,3.3427478402367634,3.225069548580139,36.40899242328101,2.8784170650494194,0.0,0.0,0.0,0.0,0.35708825528629284,1.5207274951169822,1.22451412462242,-0.060874884791730643,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
sm,4,3000.0,3500.0,0.13929670924224488,0.0,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,0.42266521330478024,-1.5660805245067977,1.581677512527859,8.36580224804839,8.365876323354072,-1.5368276203831321,1.5554631816474633,8.06283214449843,8.094110716544334,-0.8754953818939294,0.8970737266429105,8.06283214449843,8.094110716544334,10.670563412820165,1.532332711454587,0.0,0.0,0.0,0.0,0.13929670924224488,3.4086463677563126,3.321125683293738,-0.05177602477967022,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
DY,1,1250.0,1500.0,8.320661306381226,0.7351518213830418,0.0,0.0,0.0,0.0,1.988961049874141,2.0366797146877014,1.9760870030215296,-18.369085593287902,19.01721002754257,47.1784569533649,47.259201994256415,-1.1932019458043635,1.2204524245017185,2.2708491319301487,2.0820347455110593,-0.8754953818939294,0.8970737266429105,2.2708491319301487,2.0820347455110593,381.60660485823826,11.369101877199862,0.0,0.0,0.0,0.0,1.988961049874141,2.0366797146877014,0.12947450617466366,-0.08175584136110325,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
DY,2,1500.0,1750.0,3.3459248691797256,0.476219655426643,0.0,0.0,0.0,0.0,1.3195511573378442,1.4558554647845947,1.3146693998488195,-10.756362171528004,11.13813009513923,27.41656768836339,27.45050800802793,-1.1932019458043635,1.2204524245017185,1.7273173377866622,1.5445484448680404,-0.8754953818939294,0.8970737266429105,1.7273173377866622,1.5445484448680404,126.43120458709261,6.2251877584937185,0.0,0.0,0.0,0.0,1.3195511573378442,1.4558554647845947,0.21796690344309452,-0.08166259599634396,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
DY,3,1750.0,2000.0,1.3090158626437187,0.2979331948577186,0.0,0.0,0.0,0.0,0.8739811416145821,1.086002435050783,0.8777615388098997,-7.107914849816212,7.3633984411334374,15.785017981889755,15.783849235823293,-1.1932019458043635,1.2204524245017185,1.366523585836824,1.209392016079606,-0.8754953818939294,0.8970737266429105,1.366523585836824,1.209392016079606,38.78018480147977,3.3468417166640694,0.0,0.0,0.0,0.0,0.8739811416145821,1.086002435050783,0.2848856706454413,-0.07286437720924022,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
DY,4,2000.0,2250.0,0.7574682086706161,0.22251609053398394,0.0,0.0,0.0,0.0,0.270426612693366,0.5601156607582082,0.28542020200121937,-5.25268913406905,5.407148688137523,9.995798450805147,9.997282920451116,-1.1932019458043635,1.2204524245017185,0.8209205909611039,0.7161133055357339,-0.8754953818939294,0.8970737266429105,0.8209205909611039,0.7161133055357339,14.947908320243,2.1245039294522594,0.0,0.0,0.0,0.0,0.270426612693366,0.5601156607582082,0.34244345291237727,-0.052754404847535075,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
DY,5,2250.0,2500.0,0.15906842052936554,0.1124783588289478,0.0,0.0,0.0,0.0,0.16235993529314968,0.47823830010295676,0.18226225193138307,-4.079023664364556,4.193174132084976,6.259282689750697,6.260019465972425,-1.1932019458043635,1.2204524245017185,0.71834236571401,0.6437865033132709,-0.8754953818939294,0.8970737266429105,0.71834236571401,0.6437865033132709,4.8930145730533265,1.2263962666619492,0.0,0.0,0.0,0.0,0.16235993529314968,0.47823830010295676,0.35648187049861296,-0.040603505688805885,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
DY,6,2500.0,4000.0,0.13632303848862648,0.09772748647885791,0.0,0.0,0.0,0.0,0.1856274423936737,4.2492113450330695,0.5291981062103941,-1.1997137312539734,1.2249970314047507,6.31277493914542,6.312587379828553,-1.1932019458043635,1.2204524245017185,6.247124967977228,6.266733375352188,-0.8754953818939294,0.8970737266429105,6.247124967977228,6.266733375352188,5.03093432407468,1.1822449825897272,0.0,0.0,0.0,0.0,0.1856274423936737,4.2492113450330695,4.169069080833801,-0.10548517819440553,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
QCD,1,1250.0,1500.0,245.37664900545514,10.478759414984793,0.0,0.0,0.0,0.0,1.988961049874141,2.0366797146877014,1.9760870030215296,-18.369085593287902,19.01721002754257,47.1784569533649,47.259201994256415,-1.1932019458043635,1.2204524245017185,2.2708491319301487,2.0820347455110593,-0.8754953818939294,0.8970737266429105,2.2708491319301487,2.0820347455110593,381.60660485823826,11.369101877199862,0.0,0.0,0.0,0.0,1.988961049874141,2.0366797146877014,0.12947450617466366,-0.08175584136110325,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
