process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cHWB_at_1,yield_cHWB_at_0p3,cHWB_95CL_LL,cHWB_95CL_UL,yield_cHWB_95CL_LL,yield_cHWB_95CL_UL,comb_cHWB_95CL_LL,comb_cHWB_95CL_UL,comb_yield_cHWB_95CL_LL,comb_yield_cHWB_95CL_UL,all_comb_cHWB_95CL_LL,all_comb_cHWB_95CL_UL,all_comb_yield_cHWB_95CL_LL,all_comb_yield_cHWB_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cHWB,sm_lin_quad_cHWB,quad_cHWB,lin_cHWB,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
Top,2,1600.0,2600.0,43.220862045900724,0.0,8.644172409180143,8.644172409180143,8.644172409180143,8.644172409180143,4.496186711962413,5.117086341855803,4.587084347265789,-11.07697657435833,12.696549379558688,58.37352213976444,79.82391917728968,-6.230766906764281,7.155663611337678,21.088588831200465,28.943628441750366,-3.907868204182559,3.7513940249362405,21.088588831200465,28.943628441750366,203.67632720939267,0.0,23.275432672660855,23.47735192756672,23.4841043838963,23.268619660750222,4.496186711962413,5.117086341855803,0.45415358887924023,0.16674604101414925,23.376392300113785,23.47735192756672,23.275432672660855,23.268619660750222,23.4841043838963,1Lepton,
Top,3,2600.0,3400.0,2.5025475426043946,0.0,0.5005095085208788,0.5005095085208788,0.5005095085208788,0.5005095085208788,0.42274123554429316,0.5864263587209173,0.44046155037841694,-8.875310343248607,8.924909474502279,12.069047415825986,12.45432329885724,-6.230766906764281,7.155663611337678,6.136216509943316,8.17712077497327,-3.907868204182559,3.7513940249362405,6.136216509943316,8.17712077497327,19.62366595360099,0.0,3.1755570546220158,3.2938032063801184,3.1830187813111035,3.2865930090810425,0.42274123554429316,0.5864263587209173,0.14945343866125443,0.014231684515369714,3.234680130501067,3.2938032063801184,3.1755570546220158,3.2865930090810425,3.1830187813111035,1Lepton,
Top,4,3400.0,4000.0,0.08220006995098818,0.0,0.016440013990197636,0.016440013990197636,0.016440013990197636,0.016440013990197636,0.1081678740830442,0.1965717991216984,0.11699196544407307,-7.004715611247126,20.00872069881774,4.214109266169671,33.92898394010817,-6.230766906764281,7.155663611337678,3.3540615830612572,4.452750622022432,-3.907868204182559,3.7513940249362405,3.3540615830612572,4.452750622022432,1.7608052886067374,0.0,0.4791186996914711,0.5346358623641686,0.5519117504372929,0.45911180931137857,0.1081678740830442,0.1965717991216984,0.08427183881222565,0.00413208622642855,0.5068772810278198,0.5346358623641686,0.4791186996914711,0.45911180931137857,0.5519117504372929,1Lepton,
WJets,1,500.0,1600.0,410.08153482559044,0.0,62.26389498186544,62.314390835987936,62.29699730878938,62.28129775367333,13.968913035116273,14.87729409545026,14.154223764570977,-22.996497785265603,20.60445569947154,222.23184396598973,200.42343184019506,-6.230766906764281,7.155663611337678,27.017586857106267,38.76008375807469,-3.907868204182559,3.7513940249362405,27.017586857106267,38.76008375807469,821.6861825007096,0.0,90.92186606899189,90.9656123602861,90.94450612076437,90.94297756286512,13.968913035116273,14.87729409545026,0.4152551840261501,0.4931258763078361,90.943739214639,90.9656123602861,90.92186606899189,90.94297756286512,90.94450612076437,1Lepton,
WJets,2,1600.0,2600.0,128.50453831323554,0.0,19.927078945296856,20.11997140348343,20.07571114336959,19.971668599720715,4.496186711962413,5.117086341855803,4.587084347265789,-11.07697657435833,12.696549379558688,58.37352213976444,79.82391917728968,-6.230766906764281,7.155663611337678,21.088588831200465,28.943628441750366,-3.907868204182559,3.7513940249362405,21.088588831200465,28.943628441750366,203.67632720939267,0.0,23.275432672660855,23.47735192756672,23.4841043838963,23.268619660750222,4.496186711962413,5.117086341855803,0.45415358887924023,0.16674604101414925,23.376392300113785,23.47735192756672,23.275432672660855,23.268619660750222,23.4841043838963,1Lepton,
WJets,3,2600.0,3400.0,15.228439970334424,0.0,3.100268880059476,3.2180789659709705,3.100268880059476,3.2180789659709705,0.42274123554429316,0.5864263587209173,0.44046155037841694,-8.875310343248607,8.924909474502279,12.069047415825986,12.45432329885724,-6.230766906764281,7.155663611337678,6.136216509943316,8.17712077497327,-3.907868204182559,3.7513940249362405,6.136216509943316,8.17712077497327,19.62366595360099,0.0,3.1755570546220158,3.2938032063801184,3.1830187813111035,3.2865930090810425,0.42274123554429316,0.5864263587209173,0.14945343866125443,0.014231684515369714,3.234680130501067,3.2938032063801184,3.1755570546220158,3.2865930090810425,3.1830187813111035,1Lepton,
WJets,4,3400.0,4000.0,1.4693472823320182,0.0,0.42994164841304194,0.4578031794332886,0.42994164841304194,0.4578031794332886,0.1081678740830442,0.1965717991216984,0.11699196544407307,-7.004715611247126,20.00872069881774,4.214109266169671,33.92898394010817,-6.230766906764281,7.155663611337678,3.3540615830612572,4.452750622022432,-3.907868204182559,3.7513940249362405,3.3540615830612572,4.452750622022432,1.7608052886067374,0.0,0.4791186996914711,0.5346358623641686,0.5519117504372929,0.45911180931137857,0.1081678740830442,0.1965717991216984,0.08427183881222565,0.00413208622642855,0.5068772810278198,0.5346358623641686,0.4791186996914711,0.45911180931137857,0.5519117504372929,1Lepton,
sm,1,500.0,1600.0,13.968913035116273,0.0,2.1635118334522216,2.519325131882957,2.1621730173585854,2.5204742443896033,13.968913035116273,14.87729409545026,14.154223764570977,-22.996497785265603,20.60445569947154,222.23184396598973,200.42343184019506,-6.230766906764281,7.155663611337678,27.017586857106267,38.76008375807469,-3.907868204182559,3.7513940249362405,27.017586857106267,38.76008375807469,821.6861825007096,0.0,90.92186606899189,90.9656123602861,90.94450612076437,90.94297756286512,13.968913035116273,14.87729409545026,0.4152551840261501,0.4931258763078361,90.943739214639,90.9656123602861,90.92186606899189,90.94297756286512,90.94450612076437,1Lepton,
sm,2,1600.0,2600.0,4.496186711962413,0.0,1.448076697668805,1.9525469440415677,2.430764512777791,0.027378357102009164,4.496186711962413,5.117086341855803,4.587084347265789,-11.07697657435833,12.696549379558688,58.37352213976444,79.82391917728968,-6.230766906764281,7.155663611337678,21.088588831200465,28.943628441750366,-3.907868204182559,3.7513940249362405,21.088588831200465,28.943628441750366,203.67632720939267,0.0,23.275432672660855,23.47735192756672,23.4841043838963,23.268619660750222,4.496186711962413,5.117086341855803,0.45415358887924023,0.16674604101414925,23.376392300113785,23.47735192756672,23.275432672660855,23.268619660750222,23.4841043838963,1Lepton,
sm,3,2600.0,3400.0,0.42274123554429316,0.0,0.1658955259961066,0.21939274870940598,0.27380153499404253,0.026214941668818215,0.42274123554429316,0.5864263587209173,0.44046155037841694,-8.875310343248607,8.924909474502279,12.069047415825986,12.45432329885724,-6.230766906764281,7.155663611337678,6.136216509943316,8.17712077497327,-3.907868204182559,3.7513940249362405,6.136216509943316,8.17712077497327,19.62366595360099,0.0,3.1755570546220158,3.2938032063801184,3.1830187813111035,3.2865930090810425,0.42274123554429316,0.5864263587209173,0.14945343866125443,0.014231684515369714,3.234680130501067,3.2938032063801184,3.1755570546220158,3.2865930090810425,3.1830187813111035,1Lepton,
sm,4,3400.0,4000.0,0.1081678740830442,0.0,0.2086022656453666,0.2739739989581278,0.3443352394238654,0.0031464628390645323,0.1081678740830442,0.1965717991216984,0.11699196544407307,-7.004715611247126,20.00872069881774,4.214109266169671,33.92898394010817,-6.230766906764281,7.155663611337678,3.3540615830612572,4.452750622022432,-3.907868204182559,3.7513940249362405,3.3540615830612572,4.452750622022432,1.7608052886067374,0.0,0.4791186996914711,0.5346358623641686,0.5519117504372929,0.45911180931137857,0.1081678740830442,0.1965717991216984,0.08427183881222565,0.00413208622642855,0.5068772810278198,0.5346358623641686,0.4791186996914711,0.45911180931137857,0.5519117504372929,1Lepton,
TTbar,1,200.0,800.0,126.13375120962145,5.019420521564617,25.226750241924307,25.226750241924293,25.226750241924307,25.226750241924293,8.648301646160403,8.969469987601435,8.726283811493072,-30.750420497626965,28.08826604694167,84.17090608668558,84.22068480389778,-9.527842214751882,9.042339961073502,14.361994499507551,17.913245208040774,-3.907868204182559,3.7513940249362405,14.361994499507551,17.913245208040774,220.8178705981873,6.650159238273003,36.093116915773464,36.093431238330695,36.09343775342012,36.093110400626124,8.648301646160403,8.969469987601435,0.08746827190305176,0.23370006953797962,36.70080450747078,36.70095906717553,36.70064994778813,36.70064354049086,36.70096547441771,2Lepton_OS,OF
TTbar,2,800.0,1350.0,7.018784584417854,0.9390546762387421,1.4037569168835704,1.4037569168835704,1.4037569168835704,1.4037569168835704,1.826044331018905,1.9526555894871198,1.8500300410462944,-12.636852681575528,11.740118534363486,11.71262235300599,11.717092662924806,-9.527842214751882,9.042339961073502,7.305772745172614,7.818203449330035,-3.907868204182559,3.7513940249362405,7.305772745172614,7.818203449330035,14.169372519328505,1.3462088577310054,2.1279122086308417,2.12781117672544,2.1278658321400044,2.127857554407488,1.826044331018905,1.9526555894871198,0.06665555958607101,0.059955698882143915,2.517950291765209,2.5179076020440307,2.517992981776082,2.5179467946091383,2.517953789929889,2Lepton_OS,OF
TTbar,3,1350.0,5000.0,0.36064579620549564,0.30035803006312806,0.07212915924109914,0.07212915924109914,0.07212915924109914,0.07212915924109914,0.23284900286210156,0.271139701813027,0.23807994277177388,-11.097614702179692,10.808017170915937,3.8075965030895618,3.8047776365347734,-9.527842214751882,9.042339961073502,2.856361874681384,2.7455902010955304,-3.907868204182559,3.7513940249362405,2.856361874681384,2.7455902010955304,1.103288200538423,0.4148486721964572,0.16935192100675633,0.1693069070323848,0.1693446973118622,0.16931413233958054,0.23284900286210156,0.271139701813027,0.02979176083621571,0.008498938114709725,0.4480757427883982,0.44806723780258273,0.4480842487432941,0.44806996801065413,0.44808151862223666,2Lepton_OS,OF
restbkg,1,200.0,800.0,86.03581774240544,4.3623428936849695,25.81074532272163,25.81074532272163,25.81074532272163,25.81074532272163,8.648301646160403,8.969469987601435,8.726283811493072,-30.750420497626965,28.08826604694167,84.17090608668558,84.22068480389778,-9.527842214751882,9.042339961073502,14.361994499507551,17.913245208040774,-3.907868204182559,3.7513940249362405,14.361994499507551,17.913245208040774,220.8178705981873,6.650159238273003,36.093116915773464,36.093431238330695,36.09343775342012,36.093110400626124,8.648301646160403,8.969469987601435,0.08746827190305176,0.23370006953797962,36.70080450747078,36.70095906717553,36.70064994778813,36.70064354049086,36.70096547441771,2Lepton_OS,OF
restbkg,2,800.0,1350.0,5.324543603891747,0.9646007483241807,1.597363081167524,1.597363081167524,1.597363081167524,1.597363081167524,1.826044331018905,1.9526555894871198,1.8500300410462944,-12.636852681575528,11.740118534363486,11.71262235300599,11.717092662924806,-9.527842214751882,9.042339961073502,7.305772745172614,7.818203449330035,-3.907868204182559,3.7513940249362405,7.305772745172614,7.818203449330035,14.169372519328505,1.3462088577310054,2.1279122086308417,2.12781117672544,2.1278658321400044,2.127857554407488,1.826044331018905,1.9526555894871198,0.06665555958607101,0.059955698882143915,2.517950291765209,2.5179076020440307,2.517992981776082,2.5179467946091383,2.517953789929889,2Lepton_OS,OF
restbkg,3,1350.0,5000.0,0.5097934014708257,0.28615463407004377,0.1529380204412477,0.1529380204412477,0.1529380204412477,0.1529380204412477,0.23284900286210156,0.271139701813027,0.23807994277177388,-11.097614702179692,10.808017170915937,3.8075965030895618,3.8047776365347734,-9.527842214751882,9.042339961073502,2.856361874681384,2.7455902010955304,-3.907868204182559,3.7513940249362405,2.856361874681384,2.7455902010955304,1.103288200538423,0.4148486721964572,0.16935192100675633,0.1693069070323848,0.1693446973118622,0.16931413233958054,0.23284900286210156,0.271139701813027,0.02979176083621571,0.008498938114709725,0.4480757427883982,0.44806723780258273,0.4480842487432941,0.44806996801065413,0.44808151862223666,2Lepton_OS,OF
sm,1,200.0,800.0,8.648301646160403,0.0,0.3599816840730155,0.39022643847132965,0.39082857775284874,0.35932785720251115,8.648301646160403,8.969469987601435,8.726283811493072,-30.750420497626965,28.08826604694167,84.17090608668558,84.22068480389778,-9.527842214751882,9.042339961073502,14.361994499507551,17.913245208040774,-3.907868204182559,3.7513940249362405,14.361994499507551,17.913245208040774,220.8178705981873,6.650159238273003,36.093116915773464,36.093431238330695,36.09343775342012,36.093110400626124,8.648301646160403,8.969469987601435,0.08746827190305176,0.23370006953797962,36.70080450747078,36.70095906717553,36.70064994778813,36.70064354049086,36.70096547441771,2Lepton_OS,OF
sm,2,800.0,1350.0,1.826044331018905,0.0,0.07686398938849624,0.07401424877838046,0.0755692054569879,0.07533576224836652,1.826044331018905,1.9526555894871198,1.8500300410462944,-12.636852681575528,11.740118534363486,11.71262235300599,11.717092662924806,-9.527842214751882,9.042339961073502,7.305772745172614,7.818203449330035,-3.907868204182559,3.7513940249362405,7.305772745172614,7.818203449330035,14.169372519328505,1.3462088577310054,2.1279122086308417,2.12781117672544,2.1278658321400044,2.127857554407488,1.826044331018905,1.9526555894871198,0.06665555958607101,0.059955698882143915,2.517950291765209,2.5179076020440307,2.517992981776082,2.5179467946091383,2.517953789929889,2Lepton_OS,OF
