process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cHd_at_1,yield_cHd_at_0p3,cHd_95CL_LL,cHd_95CL_UL,yield_cHd_95CL_LL,yield_cHd_95CL_UL,comb_cHd_95CL_LL,comb_cHd_95CL_UL,comb_yield_cHd_95CL_LL,comb_yield_cHd_95CL_UL,all_comb_cHd_95CL_LL,all_comb_cHd_95CL_UL,all_comb_yield_cHd_95CL_LL,all_comb_yield_cHd_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cHd,sm_lin_quad_cHd,quad_cHd,lin_cHd,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
TTbar,4,3000.0,3500.0,1.3927788622677326,0.3782020039470605,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,1.3421199161497672,-0.7748617111161443,0.7775382162249459,8.347357999563101,8.347354508093293,-0.6894839042483975,0.6933157627266278,6.637957877850251,6.659758765455351,-0.5606814602911296,0.5648775492057468,6.637957877850251,6.659758765455351,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,13.647780361940276,-0.03653060294136244,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WJets,1,1100.0,2000.0,1377.3680602400855,11.487063777598474,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,42.28332479336861,-1.7384665698778883,1.7519713177284273,310.2121700775242,310.1839561864546,-0.6894839042483975,0.6933157627266278,78.38512924430981,77.1632237131239,-0.5606814602911296,0.5648775492057468,78.38512924430981,77.1632237131239,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,90.51720430642891,-1.2304952155772853,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WJets,2,2000.0,2500.0,27.586104618152604,1.6326704450275293,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,3.4478087150735726,-1.224289746700035,1.230998130912479,35.258347926109074,35.259324373715145,-0.6894839042483975,0.6933157627266278,12.235165776961098,12.146551508593108,-0.5606814602911296,0.5648775492057468,12.235165776961098,12.146551508593108,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,22.41625040935278,-0.1499791286499026,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WJets,3,2500.0,3000.0,4.344207974485471,0.6476899967839551,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,1.4922499850614173,-1.0489599901049722,1.0535164929259764,14.558492821207278,14.558049362757998,-0.6894839042483975,0.6933157627266278,6.504318675900183,6.4911464867782565,-0.5606814602911296,0.5648775492057468,6.504318675900183,6.4911464867782565,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,12.854329756671056,-0.058781711752977306,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WJets,4,3000.0,3500.0,1.0306387416349025,0.3118642947060499,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,1.3421199161497672,-0.7748617111161443,0.7775382162249459,8.347357999563101,8.347354508093293,-0.6894839042483975,0.6933157627266278,6.637957877850251,6.659758765455351,-0.5606814602911296,0.5648775492057468,6.637957877850251,6.659758765455351,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,13.647780361940276,-0.03653060294136244,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WW,1,1100.0,2000.0,405.1505524814129,9.662213621472555,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,42.28332479336861,-1.7384665698778883,1.7519713177284273,310.2121700775242,310.1839561864546,-0.6894839042483975,0.6933157627266278,78.38512924430981,77.1632237131239,-0.5606814602911296,0.5648775492057468,78.38512924430981,77.1632237131239,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,90.51720430642891,-1.2304952155772853,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WW,2,2000.0,2500.0,12.557186089456081,1.685212365271094,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,3.4478087150735726,-1.224289746700035,1.230998130912479,35.258347926109074,35.259324373715145,-0.6894839042483975,0.6933157627266278,12.235165776961098,12.146551508593108,-0.5606814602911296,0.5648775492057468,12.235165776961098,12.146551508593108,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,22.41625040935278,-0.1499791286499026,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WW,3,2500.0,3000.0,3.1176525950431824,0.8828864357622053,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,1.4922499850614173,-1.0489599901049722,1.0535164929259764,14.558492821207278,14.558049362757998,-0.6894839042483975,0.6933157627266278,6.504318675900183,6.4911464867782565,-0.5606814602911296,0.5648775492057468,6.504318675900183,6.4911464867782565,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,12.854329756671056,-0.058781711752977306,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WW,4,3000.0,3500.0,0.9266377240419388,0.4931862560486241,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,1.3421199161497672,-0.7748617111161443,0.7775382162249459,8.347357999563101,8.347354508093293,-0.6894839042483975,0.6933157627266278,6.637957877850251,6.659758765455351,-0.5606814602911296,0.5648775492057468,6.637957877850251,6.659758765455351,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,13.647780361940276,-0.03653060294136244,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
WZ,1,1100.0,2000.0,102.17559579014778,3.878140427000984,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,42.28332479336861,-1.7384665698778883,1.7519713177284273,310.2121700775242,310.1839561864546,-0.6894839042483975,0.6933157627266278,78.38512924430981,77.1632237131239,-0.5606814602911296,0.5648775492057468,78.38512924430981,77.1632237131239,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,90.51720430642891,-1.2304952155772853,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
WZ,2,2000.0,2500.0,3.415310353040695,0.6665928769264714,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,3.4478087150735726,-1.224289746700035,1.230998130912479,35.258347926109074,35.259324373715145,-0.6894839042483975,0.6933157627266278,12.235165776961098,12.146551508593108,-0.5606814602911296,0.5648775492057468,12.235165776961098,12.146551508593108,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,22.41625040935278,-0.1499791286499026,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
WZ,3,2500.0,3000.0,1.3098052777349949,0.4650351233339387,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,1.4922499850614173,-1.0489599901049722,1.0535164929259764,14.558492821207278,14.558049362757998,-0.6894839042483975,0.6933157627266278,6.504318675900183,6.4911464867782565,-0.5606814602911296,0.5648775492057468,6.504318675900183,6.4911464867782565,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,12.854329756671056,-0.058781711752977306,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
WZ,4,3000.0,3500.0,0.2902390658855438,0.20523001165291718,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,1.3421199161497672,-0.7748617111161443,0.7775382162249459,8.347357999563101,8.347354508093293,-0.6894839042483975,0.6933157627266278,6.637957877850251,6.659758765455351,-0.5606814602911296,0.5648775492057468,6.637957877850251,6.659758765455351,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,13.647780361940276,-0.03653060294136244,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ZZ,1,1100.0,2000.0,41.649358920753,4.294930448995165,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,42.28332479336861,-1.7384665698778883,1.7519713177284273,310.2121700775242,310.1839561864546,-0.6894839042483975,0.6933157627266278,78.38512924430981,77.1632237131239,-0.5606814602911296,0.5648775492057468,78.38512924430981,77.1632237131239,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,90.51720430642891,-1.2304952155772853,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ZZ,2,2000.0,2500.0,0.8726599365472794,0.7977463253252466,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,3.4478087150735726,-1.224289746700035,1.230998130912479,35.258347926109074,35.259324373715145,-0.6894839042483975,0.6933157627266278,12.235165776961098,12.146551508593108,-0.5606814602911296,0.5648775492057468,12.235165776961098,12.146551508593108,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,22.41625040935278,-0.1499791286499026,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ZZ,3,2500.0,3000.0,0.24201802164316177,0.3619627147580751,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,1.4922499850614173,-1.0489599901049722,1.0535164929259764,14.558492821207278,14.558049362757998,-0.6894839042483975,0.6933157627266278,6.504318675900183,6.4911464867782565,-0.5606814602911296,0.5648775492057468,6.504318675900183,6.4911464867782565,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,12.854329756671056,-0.058781711752977306,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ZZ,4,3000.0,3500.0,0.6363779306411743,0.32309480335745283,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,1.3421199161497672,-0.7748617111161443,0.7775382162249459,8.347357999563101,8.347354508093293,-0.6894839042483975,0.6933157627266278,6.637957877850251,6.659758765455351,-0.5606814602911296,0.5648775492057468,6.637957877850251,6.659758765455351,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,13.647780361940276,-0.03653060294136244,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ttV,1,1100.0,2000.0,647.7339086846914,12.817594324412774,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,42.28332479336861,-1.7384665698778883,1.7519713177284273,310.2121700775242,310.1839561864546,-0.6894839042483975,0.6933157627266278,78.38512924430981,77.1632237131239,-0.5606814602911296,0.5648775492057468,78.38512924430981,77.1632237131239,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,90.51720430642891,-1.2304952155772853,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ttV,2,2000.0,2500.0,22.16453070472926,2.464975181554063,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,3.4478087150735726,-1.224289746700035,1.230998130912479,35.258347926109074,35.259324373715145,-0.6894839042483975,0.6933157627266278,12.235165776961098,12.146551508593108,-0.5606814602911296,0.5648775492057468,12.235165776961098,12.146551508593108,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,22.41625040935278,-0.1499791286499026,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ttV,3,2500.0,3000.0,4.144776146742515,1.0512916435193844,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,1.4922499850614173,-1.0489599901049722,1.0535164929259764,14.558492821207278,14.558049362757998,-0.6894839042483975,0.6933157627266278,6.504318675900183,6.4911464867782565,-0.5606814602911296,0.5648775492057468,6.504318675900183,6.4911464867782565,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,12.854329756671056,-0.058781711752977306,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ttV,4,3000.0,3500.0,1.0332567159784958,0.4997567314156581,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,1.3421199161497672,-0.7748617111161443,0.7775382162249459,8.347357999563101,8.347354508093293,-0.6894839042483975,0.6933157627266278,6.637957877850251,6.659758765455351,-0.5606814602911296,0.5648775492057468,6.637957877850251,6.659758765455351,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,13.647780361940276,-0.03653060294136244,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
sm,1,1100.0,2000.0,34.50592497046319,0.0,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,42.28332479336861,-1.7384665698778883,1.7519713177284273,310.2121700775242,310.1839561864546,-0.6894839042483975,0.6933157627266278,78.38512924430981,77.1632237131239,-0.5606814602911296,0.5648775492057468,78.38512924430981,77.1632237131239,15944.321699226557,61.51704064880988,0.0,0.0,0.0,0.0,34.50592497046319,123.79263406131481,90.51720430642891,-1.2304952155772853,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
sm,2,2000.0,2500.0,1.4753399168267933,0.0,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,3.4478087150735726,-1.224289746700035,1.230998130912479,35.258347926109074,35.259324373715145,-0.6894839042483975,0.6933157627266278,12.235165776961098,12.146551508593108,-0.5606814602911296,0.5648775492057468,12.235165776961098,12.146551508593108,223.08165025133667,7.474540523752163,0.0,0.0,0.0,0.0,1.4753399168267933,23.74161119752967,22.41625040935278,-0.1499791286499026,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
sm,3,2500.0,3000.0,0.35299482048691566,0.0,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,1.4922499850614173,-1.0489599901049722,1.0535164929259764,14.558492821207278,14.558049362757998,-0.6894839042483975,0.6933157627266278,6.504318675900183,6.4911464867782565,-0.5606814602911296,0.5648775492057468,6.504318675900183,6.4911464867782565,36.404898988481634,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299482048691566,13.148542865404995,12.854329756671056,-0.058781711752977306,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
sm,4,3000.0,3500.0,0.1247788644575508,0.0,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,1.3421199161497672,-0.7748617111161443,0.7775382162249459,8.347357999563101,8.347354508093293,-0.6894839042483975,0.6933157627266278,6.637957877850251,6.659758765455351,-0.5606814602911296,0.5648775492057468,6.637957877850251,6.659758765455351,10.65604556803547,1.532332711454587,0.0,0.0,0.0,0.0,0.1247788644575508,13.736028623456464,13.647780361940276,-0.03653060294136244,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
DY,1,1250.0,1500.0,8.320661306381226,0.7351518213830418,0.0,0.0,0.0,0.0,2.524089589589385,7.316896184173173,2.938959583840518,-3.0403133013401007,3.0564081247899173,47.79056047296399,47.7900365676745,-0.7853856394148381,0.790011182769875,5.590497314205092,5.502344124567215,-0.5606814602911296,0.5648775492057468,5.590497314205092,5.502344124567215,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,7.316896184173173,4.8712951624952545,-0.07848856791146686,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
DY,2,1500.0,1750.0,3.3459248691797256,0.476219655426643,0.0,0.0,0.0,0.0,1.1155598526547676,6.185845808046424,1.5592547214292254,-2.2519812628727514,2.2638274759466275,27.269587961599196,27.27242937653533,-0.7853856394148381,0.790011182769875,4.327406475552774,4.27003690882235,-0.5606814602911296,0.5648775492057468,4.327406475552774,4.27003690882235,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,6.185845808046424,5.130432942109711,-0.06014698671805463,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
DY,3,1750.0,2000.0,1.3090158626437187,0.2979331948577186,0.0,0.0,0.0,0.0,0.5322217069345606,5.047828304459914,0.9296968041190798,-1.8009995270741093,1.809757548338766,15.393543556734834,15.384151145991822,-0.7853856394148381,0.790011182769875,3.3772102606120047,3.343437543749317,-0.5606814602911296,0.5648775492057468,3.3772102606120047,3.343437543749317,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,5.047828304459914,4.558128009871842,-0.04252141234648843,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
DY,4,2000.0,2250.0,0.7574682086706161,0.22251609053398394,0.0,0.0,0.0,0.0,0.3615255781015967,3.839749976405082,0.6693263365112264,-1.6629602838734021,1.6702583173339969,10.090822886207837,10.092878081195366,-0.7853856394148381,0.790011182769875,2.541985707177754,2.528207887738221,-0.5606814602911296,0.5648775492057468,2.541985707177754,2.528207887738221,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,3.839749976405082,3.5031741003876946,-0.024949702084209324,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
DY,5,2250.0,2500.0,0.15906842052936554,0.1124783588289478,0.0,0.0,0.0,0.0,0.16160510323256227,2.925528755497466,0.4067329813912987,-1.4776032210432573,1.4838066742320863,6.2593095122407485,6.259279495330218,-0.7853856394148381,0.790011182769875,1.8906843913669764,1.8837548541458262,-0.5606814602911296,0.5648775492057468,1.8906843913669764,1.8837548541458262,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,2.925528755497466,2.7811867500987364,-0.01726309783383284,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
DY,6,2500.0,4000.0,0.13632303848862648,0.09772748647885791,0.0,0.0,0.0,0.0,0.1754646008614014,8.603187380896669,0.9275309169021128,-0.8490065777598708,0.8526134636419784,6.298326630752334,6.298148355698439,-0.7853856394148381,0.790011182769875,5.416867995418783,5.4302767950564474,-0.5606814602911296,0.5648775492057468,5.416867995418783,5.4302767950564474,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,8.603187380896669,8.458335799856519,-0.030613019821251114,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
QCD,1,1250.0,1500.0,245.37664900545514,10.478759414984793,0.0,0.0,0.0,0.0,2.524089589589385,7.316896184173173,2.938959583840518,-3.0403133013401007,3.0564081247899173,47.79056047296399,47.7900365676745,-0.7853856394148381,0.790011182769875,5.590497314205092,5.502344124567215,-0.5606814602911296,0.5648775492057468,5.590497314205092,5.502344124567215,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,7.316896184173173,4.8712951624952545,-0.07848856791146686,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
