process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cHl3_at_1,yield_cHl3_at_0p3,cHl3_95CL_LL,cHl3_95CL_UL,yield_cHl3_95CL_LL,yield_cHl3_95CL_UL,comb_cHl3_95CL_LL,comb_cHl3_95CL_UL,comb_yield_cHl3_95CL_LL,comb_yield_cHl3_95CL_UL,all_comb_cHl3_95CL_LL,all_comb_cHl3_95CL_UL,all_comb_yield_cHl3_95CL_LL,all_comb_yield_cHl3_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cHl3,sm_lin_quad_cHl3,quad_cHl3,lin_cHl3,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
DY,6,2500.0,4000.0,0.13632303848862648,0.09772748647885791,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.15686457192372305,-27.0,38.0,6.121809311705103,6.123025311631707,-12.699999809265137,23.600000381469727,1.9198101375383585,1.8994493228014673,-2.680000066757202,13.680000305175781,1.9198101375383585,1.8994493228014673,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.0057961499205706835,-0.063738941435099,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
QCD,1,1250.0,1500.0,245.37664900545514,10.478759414984793,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,2.2561652427369716,-18.0,29.0,46.10184373893099,46.11519976841952,-12.699999809265137,23.600000381469727,27.650763197150983,27.358004056835682,-2.680000066757202,13.680000305175781,27.650763197150983,27.358004056835682,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,0.08349208663690588,-0.9181287821657831,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
QCD,2,1500.0,1750.0,78.02144186321715,5.63038002359732,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.9971577330237882,-21.0,32.0,25.90763946097999,25.91409755016253,-12.699999809265137,23.600000381469727,12.219574940701596,12.090063564342582,-2.680000066757202,13.680000305175781,12.219574940701596,12.090063564342582,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.03689678344322973,-0.4057427671362339,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
QCD,3,1750.0,2000.0,20.258951745973658,2.923942895311534,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.4757255878936119,-24.0,35.0,15.319367314481077,15.32273863903423,-12.699999809265137,23.600000381469727,5.830538428493613,5.768705495700992,-2.680000066757202,13.680000305175781,5.830538428493613,5.768705495700992,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.01760537737357789,-0.19360201001523553,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
QCD,4,2000.0,2250.0,7.521946365392397,1.8300113419270347,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.3231565376509421,-23.0,34.0,9.710598523487269,9.712702571317951,-12.699999809265137,23.600000381469727,3.95982013437173,3.9177585171518787,-2.680000066757202,13.680000305175781,3.95982013437173,3.9177585171518787,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.011956421927291449,-0.13148372808036937,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
QCD,5,2250.0,2500.0,2.199576611595854,1.0753814024008017,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.1444590351035834,-28.0,39.0,5.995780938994288,5.99696413102131,-12.699999809265137,23.600000381469727,1.7696018652872068,1.7508475490480928,-2.680000066757202,13.680000305175781,1.7696018652872068,1.7508475490480928,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.005343104674058174,-0.05875649183214707,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
QCD,6,2500.0,4000.0,1.3755239680097822,0.8643356740608688,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.15686457192372305,-27.0,38.0,6.121809311705103,6.123025311631707,-12.699999809265137,23.600000381469727,1.9198101375383585,1.8994493228014673,-2.680000066757202,13.680000305175781,1.9198101375383585,1.8994493228014673,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.0057961499205706835,-0.063738941435099,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
TTbar,1,1250.0,1500.0,63.42934338003397,2.6733973013644996,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,2.2561652427369716,-18.0,29.0,46.10184373893099,46.11519976841952,-12.699999809265137,23.600000381469727,27.650763197150983,27.358004056835682,-2.680000066757202,13.680000305175781,27.650763197150983,27.358004056835682,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,0.08349208663690588,-0.9181287821657831,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
TTbar,2,1500.0,1750.0,16.533486746251583,1.3756392681012872,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.9971577330237882,-21.0,32.0,25.90763946097999,25.91409755016253,-12.699999809265137,23.600000381469727,12.219574940701596,12.090063564342582,-2.680000066757202,13.680000305175781,12.219574940701596,12.090063564342582,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.03689678344322973,-0.4057427671362339,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
TTbar,3,1750.0,2000.0,5.671124301850796,0.803730906458453,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.4757255878936119,-24.0,35.0,15.319367314481077,15.32273863903423,-12.699999809265137,23.600000381469727,5.830538428493613,5.768705495700992,-2.680000066757202,13.680000305175781,5.830538428493613,5.768705495700992,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.01760537737357789,-0.19360201001523553,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
TTbar,4,2000.0,2250.0,2.08247684314847,0.4504608293337196,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.3231565376509421,-23.0,34.0,9.710598523487269,9.712702571317951,-12.699999809265137,23.600000381469727,3.95982013437173,3.9177585171518787,-2.680000066757202,13.680000305175781,3.95982013437173,3.9177585171518787,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.011956421927291449,-0.13148372808036937,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
TTbar,5,2250.0,2500.0,0.6132752634584904,0.2524085953152234,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.1444590351035834,-28.0,39.0,5.995780938994288,5.99696413102131,-12.699999809265137,23.600000381469727,1.7696018652872068,1.7508475490480928,-2.680000066757202,13.680000305175781,1.7696018652872068,1.7508475490480928,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.005343104674058174,-0.05875649183214707,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
TTbar,6,2500.0,4000.0,0.433292992413044,0.22852263218319321,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.15686457192372305,-27.0,38.0,6.121809311705103,6.123025311631707,-12.699999809265137,23.600000381469727,1.9198101375383585,1.8994493228014673,-2.680000066757202,13.680000305175781,1.9198101375383585,1.8994493228014673,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.0057961499205706835,-0.063738941435099,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
WJets,1,1250.0,1500.0,19.29809100739658,1.339900722692111,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,2.2561652427369716,-18.0,29.0,46.10184373893099,46.11519976841952,-12.699999809265137,23.600000381469727,27.650763197150983,27.358004056835682,-2.680000066757202,13.680000305175781,27.650763197150983,27.358004056835682,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,0.08349208663690588,-0.9181287821657831,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
WJets,2,1500.0,1750.0,8.487073187716305,0.9006274979247081,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.9971577330237882,-21.0,32.0,25.90763946097999,25.91409755016253,-12.699999809265137,23.600000381469727,12.219574940701596,12.090063564342582,-2.680000066757202,13.680000305175781,12.219574940701596,12.090063564342582,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.03689678344322973,-0.4057427671362339,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
WJets,3,1750.0,2000.0,3.108623112886562,0.5360851946530797,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.4757255878936119,-24.0,35.0,15.319367314481077,15.32273863903423,-12.699999809265137,23.600000381469727,5.830538428493613,5.768705495700992,-2.680000066757202,13.680000305175781,5.830538428493613,5.768705495700992,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.01760537737357789,-0.19360201001523553,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
WJets,4,2000.0,2250.0,0.9209651717537781,0.29780640665170466,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.3231565376509421,-23.0,34.0,9.710598523487269,9.712702571317951,-12.699999809265137,23.600000381469727,3.95982013437173,3.9177585171518787,-2.680000066757202,13.680000305175781,3.95982013437173,3.9177585171518787,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.011956421927291449,-0.13148372808036937,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
WJets,5,2250.0,2500.0,0.6850190060213208,0.23800091073381033,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.1444590351035834,-28.0,39.0,5.995780938994288,5.99696413102131,-12.699999809265137,23.600000381469727,1.7696018652872068,1.7508475490480928,-2.680000066757202,13.680000305175781,1.7696018652872068,1.7508475490480928,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.005343104674058174,-0.05875649183214707,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
WJets,6,2500.0,4000.0,0.6682098987366771,0.26200654062138445,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.15686457192372305,-27.0,38.0,6.121809311705103,6.123025311631707,-12.699999809265137,23.600000381469727,1.9198101375383585,1.8994493228014673,-2.680000066757202,13.680000305175781,1.9198101375383585,1.8994493228014673,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.0057961499205706835,-0.063738941435099,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
WW,1,1250.0,1500.0,4.261055842041969,0.9088461159774744,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,2.2561652427369716,-18.0,29.0,46.10184373893099,46.11519976841952,-12.699999809265137,23.600000381469727,27.650763197150983,27.358004056835682,-2.680000066757202,13.680000305175781,27.650763197150983,27.358004056835682,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,0.08349208663690588,-0.9181287821657831,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
WW,2,1500.0,1750.0,2.6592157408595085,0.642700720960802,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.9971577330237882,-21.0,32.0,25.90763946097999,25.91409755016253,-12.699999809265137,23.600000381469727,12.219574940701596,12.090063564342582,-2.680000066757202,13.680000305175781,12.219574940701596,12.090063564342582,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.03689678344322973,-0.4057427671362339,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
WW,3,1750.0,2000.0,0.9926059022545815,0.3561083535351449,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.4757255878936119,-24.0,35.0,15.319367314481077,15.32273863903423,-12.699999809265137,23.600000381469727,5.830538428493613,5.768705495700992,-2.680000066757202,13.680000305175781,5.830538428493613,5.768705495700992,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.01760537737357789,-0.19360201001523553,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
WW,4,2000.0,2250.0,0.22619789093732834,0.26125068517446853,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.3231565376509421,-23.0,34.0,9.710598523487269,9.712702571317951,-12.699999809265137,23.600000381469727,3.95982013437173,3.9177585171518787,-2.680000066757202,13.680000305175781,3.95982013437173,3.9177585171518787,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.011956421927291449,-0.13148372808036937,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
WW,5,2250.0,2500.0,0.12879902124404907,0.12879902124404907,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.1444590351035834,-28.0,39.0,5.995780938994288,5.99696413102131,-12.699999809265137,23.600000381469727,1.7696018652872068,1.7508475490480928,-2.680000066757202,13.680000305175781,1.7696018652872068,1.7508475490480928,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.005343104674058174,-0.05875649183214707,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
WW,6,2500.0,4000.0,0.2858474627137184,0.17029521881579282,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.15686457192372305,-27.0,38.0,6.121809311705103,6.123025311631707,-12.699999809265137,23.600000381469727,1.9198101375383585,1.8994493228014673,-2.680000066757202,13.680000305175781,1.9198101375383585,1.8994493228014673,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.0057961499205706835,-0.063738941435099,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
WZ,1,1250.0,1500.0,0.19025547802448273,0.10998135364958891,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,2.2561652427369716,-18.0,29.0,46.10184373893099,46.11519976841952,-12.699999809265137,23.600000381469727,27.650763197150983,27.358004056835682,-2.680000066757202,13.680000305175781,27.650763197150983,27.358004056835682,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,0.08349208663690588,-0.9181287821657831,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
WZ,2,1500.0,1750.0,0.06790421158075333,0.06790421158075333,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.9971577330237882,-21.0,32.0,25.90763946097999,25.91409755016253,-12.699999809265137,23.600000381469727,12.219574940701596,12.090063564342582,-2.680000066757202,13.680000305175781,12.219574940701596,12.090063564342582,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.03689678344322973,-0.4057427671362339,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
WZ,3,1750.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.4757255878936119,-24.0,35.0,15.319367314481077,15.32273863903423,-12.699999809265137,23.600000381469727,5.830538428493613,5.768705495700992,-2.680000066757202,13.680000305175781,5.830538428493613,5.768705495700992,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.01760537737357789,-0.19360201001523553,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
WZ,4,2000.0,2250.0,0.20797331631183624,0.20797331631183624,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.3231565376509421,-23.0,34.0,9.710598523487269,9.712702571317951,-12.699999809265137,23.600000381469727,3.95982013437173,3.9177585171518787,-2.680000066757202,13.680000305175781,3.95982013437173,3.9177585171518787,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.011956421927291449,-0.13148372808036937,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
WZ,5,2250.0,2500.0,0.1451195329427719,0.1451195329427719,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.1444590351035834,-28.0,39.0,5.995780938994288,5.99696413102131,-12.699999809265137,23.600000381469727,1.7696018652872068,1.7508475490480928,-2.680000066757202,13.680000305175781,1.7696018652872068,1.7508475490480928,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.005343104674058174,-0.05875649183214707,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
WZ,6,2500.0,4000.0,0.20797331631183624,0.20797331631183624,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.15686457192372305,-27.0,38.0,6.121809311705103,6.123025311631707,-12.699999809265137,23.600000381469727,1.9198101375383585,1.8994493228014673,-2.680000066757202,13.680000305175781,1.9198101375383585,1.8994493228014673,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.0057961499205706835,-0.063738941435099,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
ZZ,1,1250.0,1500.0,0.6529859751462936,0.299711496187275,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,2.2561652427369716,-18.0,29.0,46.10184373893099,46.11519976841952,-12.699999809265137,23.600000381469727,27.650763197150983,27.358004056835682,-2.680000066757202,13.680000305175781,27.650763197150983,27.358004056835682,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,0.08349208663690588,-0.9181287821657831,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
ZZ,2,1500.0,1750.0,0.18713924288749695,0.18713924288749695,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.9971577330237882,-21.0,32.0,25.90763946097999,25.91409755016253,-12.699999809265137,23.600000381469727,12.219574940701596,12.090063564342582,-2.680000066757202,13.680000305175781,12.219574940701596,12.090063564342582,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.03689678344322973,-0.4057427671362339,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
ZZ,3,1750.0,2000.0,0.5480807796120644,0.280752347980814,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.4757255878936119,-24.0,35.0,15.319367314481077,15.32273863903423,-12.699999809265137,23.600000381469727,5.830538428493613,5.768705495700992,-2.680000066757202,13.680000305175781,5.830538428493613,5.768705495700992,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.01760537737357789,-0.19360201001523553,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
ZZ,4,2000.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.3231565376509421,-23.0,34.0,9.710598523487269,9.712702571317951,-12.699999809265137,23.600000381469727,3.95982013437173,3.9177585171518787,-2.680000066757202,13.680000305175781,3.95982013437173,3.9177585171518787,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.011956421927291449,-0.13148372808036937,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
ZZ,5,2250.0,2500.0,0.1310497224330902,0.1310497224330902,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.1444590351035834,-28.0,39.0,5.995780938994288,5.99696413102131,-12.699999809265137,23.600000381469727,1.7696018652872068,1.7508475490480928,-2.680000066757202,13.680000305175781,1.7696018652872068,1.7508475490480928,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.005343104674058174,-0.05875649183214707,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
ZZ,6,2500.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.15686457192372305,-27.0,38.0,6.121809311705103,6.123025311631707,-12.699999809265137,23.600000381469727,1.9198101375383585,1.8994493228014673,-2.680000066757202,13.680000305175781,1.9198101375383585,1.8994493228014673,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.0057961499205706835,-0.063738941435099,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
ttV,1,1250.0,1500.0,38.08860181388445,3.006878646918696,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,2.2561652427369716,-18.0,29.0,46.10184373893099,46.11519976841952,-12.699999809265137,23.600000381469727,27.650763197150983,27.358004056835682,-2.680000066757202,13.680000305175781,27.650763197150983,27.358004056835682,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,0.08349208663690588,-0.9181287821657831,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
ttV,2,1500.0,1750.0,15.809467568062246,1.9154082273235655,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.9971577330237882,-21.0,32.0,25.90763946097999,25.91409755016253,-12.699999809265137,23.600000381469727,12.219574940701596,12.090063564342582,-2.680000066757202,13.680000305175781,12.219574940701596,12.090063564342582,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.03689678344322973,-0.4057427671362339,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
ttV,3,1750.0,2000.0,6.017801954643801,1.1933723167917725,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.4757255878936119,-24.0,35.0,15.319367314481077,15.32273863903423,-12.699999809265137,23.600000381469727,5.830538428493613,5.768705495700992,-2.680000066757202,13.680000305175781,5.830538428493613,5.768705495700992,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.01760537737357789,-0.19360201001523553,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
ttV,4,2000.0,2250.0,2.9604539113352075,0.8437734226208373,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.3231565376509421,-23.0,34.0,9.710598523487269,9.712702571317951,-12.699999809265137,23.600000381469727,3.95982013437173,3.9177585171518787,-2.680000066757202,13.680000305175781,3.95982013437173,3.9177585171518787,15.03900728565123,2.1245039294522594,0.0,0.0,0.0,0.0,0.3615255781015967,0.24199827194851878,0.011956421927291449,-0.13148372808036937,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,2.1245039294522594,0Lepton_3FJ,
ttV,5,2250.0,2500.0,0.6687470595352352,0.3997171901283801,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.1444590351035834,-28.0,39.0,5.995780938994288,5.99696413102131,-12.699999809265137,23.600000381469727,1.7696018652872068,1.7508475490480928,-2.680000066757202,13.680000305175781,1.7696018652872068,1.7508475490480928,4.892259740992738,1.2263962666619492,0.0,0.0,0.0,0.0,0.16160510323256227,0.10819171607447338,0.005343104674058174,-0.05875649183214707,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,1.2263962666619492,0Lepton_3FJ,
ttV,6,2500.0,4000.0,1.7381362050073221,0.6692929083691764,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.15686457192372305,-27.0,38.0,6.121809311705103,6.123025311631707,-12.699999809265137,23.600000381469727,1.9198101375383585,1.8994493228014673,-2.680000066757202,13.680000305175781,1.9198101375383585,1.8994493228014673,5.020771482542408,1.1822449825897272,0.0,0.0,0.0,0.0,0.1754646008614014,0.11752180934687308,0.0057961499205706835,-0.063738941435099,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,1.1822449825897272,0Lepton_3FJ,
sm,1,1250.0,1500.0,2.524089589589385,0.0,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,2.2561652427369716,-18.0,29.0,46.10184373893099,46.11519976841952,-12.699999809265137,23.600000381469727,27.650763197150983,27.358004056835682,-2.680000066757202,13.680000305175781,27.650763197150983,27.358004056835682,382.1417333979535,11.369101877199862,0.0,0.0,0.0,0.0,2.524089589589385,1.6894528940605076,0.08349208663690588,-0.9181287821657831,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,11.369101877199862,0Lepton_3FJ,
sm,2,1500.0,1750.0,1.1155598526547676,0.0,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.9971577330237882,-21.0,32.0,25.90763946097999,25.91409755016253,-12.699999809265137,23.600000381469727,12.219574940701596,12.090063564342582,-2.680000066757202,13.680000305175781,12.219574940701596,12.090063564342582,126.22721328240954,6.2251877584937185,0.0,0.0,0.0,0.0,1.1155598526547676,0.7467138689617635,0.03689678344322973,-0.4057427671362339,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,6.2251877584937185,0Lepton_3FJ,
sm,3,1750.0,2000.0,0.5322217069345606,0.0,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.4757255878936119,-24.0,35.0,15.319367314481077,15.32273863903423,-12.699999809265137,23.600000381469727,5.830538428493613,5.768705495700992,-2.680000066757202,13.680000305175781,5.830538428493613,5.768705495700992,38.43842536679975,3.3468417166640694,0.0,0.0,0.0,0.0,0.5322217069345606,0.35622507429290295,0.01760537737357789,-0.19360201001523553,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,3.3468417166640694,0Lepton_3FJ,
