process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cll1_at_1,yield_cll1_at_0p3,cll1_95CL_LL,cll1_95CL_UL,yield_cll1_95CL_LL,yield_cll1_95CL_UL,comb_cll1_95CL_LL,comb_cll1_95CL_UL,comb_yield_cll1_95CL_LL,comb_yield_cll1_95CL_UL,all_comb_cll1_95CL_LL,all_comb_cll1_95CL_UL,all_comb_yield_cll1_95CL_LL,all_comb_yield_cll1_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cll1,sm_lin_quad_cll1,quad_cll1,lin_cll1,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
WZ,4,3000.0,3500.0,0.2902390658855438,0.20523001165291718,0.0,0.0,0.0,0.0,0.12477900315859541,0.14849680721678502,0.13167772886497978,-68.0,46.0,3.3517777460218556,3.3510080275500904,-40.0,18.0,0.8677308320639721,0.8673392209116704,-27.299999237060547,5.300000190734863,0.8677308320639721,0.8673392209116704,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,0.14849680721678502,0.0010315024336786346,0.022686301624510963,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ZZ,1,1100.0,2000.0,41.649358920753,4.294930448995165,0.0,0.0,0.0,0.0,34.50592868333185,41.06681795292157,36.41427470399025,-44.0,22.0,310.7939685959657,310.67116509504126,-40.0,18.0,240.02296151101262,239.9150432829275,-27.299999237060547,5.300000190734863,240.02296151101262,239.9150432829275,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,41.06681795292157,0.2853369534215057,6.275552316168209,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ZZ,2,2000.0,2500.0,0.8726599365472794,0.7977463253252466,0.0,0.0,0.0,0.0,1.475338671614794,1.7557972356221834,1.5569148033748965,-54.0,32.0,22.55662003940497,22.549755303553503,-40.0,18.0,10.260602802117296,10.255973096543052,-27.299999237060547,5.300000190734863,10.260602802117296,10.255973096543052,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,1.7557972356221834,0.012197321152925655,0.26826124285446373,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ZZ,3,2500.0,3000.0,0.24201802164316177,0.3619627147580751,0.0,0.0,0.0,0.0,0.35299359486942017,0.42011998046478993,0.3725184421042283,-59.0,37.0,6.7271191831321,6.725275419732794,-40.0,18.0,2.4557107798000457,2.454596839412965,-27.299999237060547,5.300000190734863,2.4557107798000457,2.454596839412965,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,0.42011998046478993,0.002919373541917937,0.0642070120534518,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ZZ,4,3000.0,3500.0,0.6363779306411743,0.32309480335745283,0.0,0.0,0.0,0.0,0.12477900315859541,0.14849680721678502,0.13167772886497978,-68.0,46.0,3.3517777460218556,3.3510080275500904,-40.0,18.0,0.8677308320639721,0.8673392209116704,-27.299999237060547,5.300000190734863,0.8677308320639721,0.8673392209116704,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,0.14849680721678502,0.0010315024336786346,0.022686301624510963,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
ttV,1,1100.0,2000.0,647.7339086846914,12.817594324412774,0.0,0.0,0.0,0.0,34.50592868333185,41.06681795292157,36.41427470399025,-44.0,22.0,310.7939685959657,310.67116509504126,-40.0,18.0,240.02296151101262,239.9150432829275,-27.299999237060547,5.300000190734863,240.02296151101262,239.9150432829275,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,41.06681795292157,0.2853369534215057,6.275552316168209,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
ttV,2,2000.0,2500.0,22.16453070472926,2.464975181554063,0.0,0.0,0.0,0.0,1.475338671614794,1.7557972356221834,1.5569148033748965,-54.0,32.0,22.55662003940497,22.549755303553503,-40.0,18.0,10.260602802117296,10.255973096543052,-27.299999237060547,5.300000190734863,10.260602802117296,10.255973096543052,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,1.7557972356221834,0.012197321152925655,0.26826124285446373,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
ttV,3,2500.0,3000.0,4.144776146742515,1.0512916435193844,0.0,0.0,0.0,0.0,0.35299359486942017,0.42011998046478993,0.3725184421042283,-59.0,37.0,6.7271191831321,6.725275419732794,-40.0,18.0,2.4557107798000457,2.454596839412965,-27.299999237060547,5.300000190734863,2.4557107798000457,2.454596839412965,36.40489776286414,2.8784170650494194,0.0,0.0,0.0,0.0,0.35299359486942017,0.42011998046478993,0.002919373541917937,0.0642070120534518,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,2.8784170650494194,0Lepton_2FJ,
ttV,4,3000.0,3500.0,1.0332567159784958,0.4997567314156581,0.0,0.0,0.0,0.0,0.12477900315859541,0.14849680721678502,0.13167772886497978,-68.0,46.0,3.3517777460218556,3.3510080275500904,-40.0,18.0,0.8677308320639721,0.8673392209116704,-27.299999237060547,5.300000190734863,0.8677308320639721,0.8673392209116704,10.656045706736515,1.532332711454587,0.0,0.0,0.0,0.0,0.12477900315859541,0.14849680721678502,0.0010315024336786346,0.022686301624510963,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,1.532332711454587,0Lepton_2FJ,
sm,1,1100.0,2000.0,34.50592868333185,0.0,0.0,0.0,0.0,0.0,34.50592868333185,41.06681795292157,36.41427470399025,-44.0,22.0,310.7939685959657,310.67116509504126,-40.0,18.0,240.02296151101262,239.9150432829275,-27.299999237060547,5.300000190734863,240.02296151101262,239.9150432829275,15944.321702939425,61.51704064880988,0.0,0.0,0.0,0.0,34.50592868333185,41.06681795292157,0.2853369534215057,6.275552316168209,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,61.51704064880988,0Lepton_2FJ,
sm,2,2000.0,2500.0,1.475338671614794,0.0,0.0,0.0,0.0,0.0,1.475338671614794,1.7557972356221834,1.5569148033748965,-54.0,32.0,22.55662003940497,22.549755303553503,-40.0,18.0,10.260602802117296,10.255973096543052,-27.299999237060547,5.300000190734863,10.260602802117296,10.255973096543052,223.08164900612468,7.474540523752163,0.0,0.0,0.0,0.0,1.475338671614794,1.7557972356221834,0.012197321152925655,0.26826124285446373,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,7.474540523752163,0Lepton_2FJ,
