process,bin,bin_low,bin_high,yield,MCstat,syst_quadrature_Up,syst_quadrature_Down,syst_quadrature_Increase,syst_quadrature_Decrease,yield_sm,yield_cHDD_at_1,yield_cHDD_at_0p3,cHDD_95CL_LL,cHDD_95CL_UL,yield_cHDD_95CL_LL,yield_cHDD_95CL_UL,comb_cHDD_95CL_LL,comb_cHDD_95CL_UL,comb_yield_cHDD_95CL_LL,comb_yield_cHDD_95CL_UL,all_comb_cHDD_95CL_LL,all_comb_cHDD_95CL_UL,all_comb_yield_cHDD_95CL_LL,all_comb_yield_cHDD_95CL_UL,total_bkg,total_MCstat,total_syst_Up,total_syst_Down,total_syst_Increase,total_syst_Decrease,sm_cHDD,sm_lin_quad_cHDD,quad_cHDD,lin_cHDD,total_unc,total_unc_Down,total_unc_Up,total_unc_Decrease,total_unc_Increase,channel,subchannel
sm,3,1050.0,5000.0,0.6183466319225325,0.0,0.02631277699731416,0.12702307426361367,0.12721278033008393,0.025379758654875163,0.6183466319225325,0.6273857426533468,0.6210087416515553,-1530.821133651691,523.3161644703068,540.896864945259,69.93871048296053,-1068.4866254548474,355.1090014774884,260.99045361148217,33.5425953161363,-100.04743260473354,61.9523747018094,260.99045361148217,33.5425953161363,13.796921413276875,4.678806514232945,2.3874353002088124,2.414320949145796,2.4143309374582818,2.3874251993725824,0.6183466319225325,0.6273857426533468,0.0002363023343878881,0.008802808396426443,5.258844565794149,5.26499535072092,5.252720981578194,5.252716390614275,5.264999930977856,2Lepton_OS,SFnoZ
DY,1,200.0,800.0,2013.979839726649,56.99906649481782,113.40978243238033,114.32262325906595,114.32262325906595,113.40978243238033,13.607390391345794,14.06309457736874,13.742063519993314,-3012.743298049123,998.7573972134467,86761.88067787932,10140.314587628514,-743.0231416014451,447.5270367509373,5040.392086396862,2156.9992621123056,-100.04743260473354,61.9523747018094,5040.392086396862,2156.9992621123056,2952.5932234751463,58.43463468992619,299.78230421019794,300.16751690813186,300.1285340224773,299.82133211279006,13.607390391345794,14.06309457736874,0.00970536742554358,0.4459988185974044,305.6134052955205,305.8024603206108,305.42435470820067,305.4626617464614,305.76419585331837,2Lepton_OS,SFZ
DY,2,800.0,1300.0,212.1376979884474,20.184432138393177,24.546752757653252,25.120367577297543,25.120367577297543,24.546752757653252,4.6622806700210555,4.839546860765712,4.714715521019996,-1356.6262683108675,732.6844426406516,6298.20735965791,2036.4149555316953,-743.0231416014451,447.5270367509373,1834.1832942297406,792.9306957930847,-100.04743260473354,61.9523747018094,1834.1832942297406,792.9306957930847,393.85307409222844,20.960689789930694,58.51394317859514,58.825657282789294,58.75677472074094,58.583111264904154,4.6622806700210555,4.839546860765712,0.0035476486878901693,0.17371854205676662,62.301653072603436,62.44844650767452,62.15490377096216,62.220024445075914,62.383564278210386,2Lepton_OS,SFZ
DY,3,1300.0,5000.0,3.64477712765617,2.712487483453887,1.1823628377617594,1.3119337950131,1.3119337950131,1.1823628377617594,0.620914394910488,0.6437529009735241,0.6276716748477452,-835.9888624719173,460.17441361975466,295.63910973359515,105.98622212049325,-743.0231416014451,447.5270367509373,231.82273823327424,100.54950397655598,-100.04743260473354,61.9523747018094,231.82273823327424,100.54950397655598,16.61832672687568,2.982107667670704,3.8899304548681295,3.9454002167389413,3.9312008975409896,3.9042798717724088,0.620914394910488,0.6437529009735241,0.00044891372216006303,0.022389592340876008,4.923521892399489,4.945619173756112,4.901481927467548,4.912877716645061,4.934299001723293,2Lepton_OS,SFZ
restbkg,1,200.0,800.0,925.0059933571515,12.872954208901021,277.50179800714545,277.50179800714545,277.50179800714545,277.50179800714545,13.607390391345794,14.06309457736874,13.742063519993314,-3012.743298049123,998.7573972134467,86761.88067787932,10140.314587628514,-743.0231416014451,447.5270367509373,5040.392086396862,2156.9992621123056,-100.04743260473354,61.9523747018094,5040.392086396862,2156.9992621123056,2952.5932234751463,58.43463468992619,299.78230421019794,300.16751690813186,300.1285340224773,299.82133211279006,13.607390391345794,14.06309457736874,0.00970536742554358,0.4459988185974044,305.6134052955205,305.8024603206108,305.42435470820067,305.4626617464614,305.76419585331837,2Lepton_OS,SFZ
restbkg,2,800.0,1300.0,177.05309543375998,5.651479073685532,53.115928630127996,53.115928630127996,53.115928630127996,53.115928630127996,4.6622806700210555,4.839546860765712,4.714715521019996,-1356.6262683108675,732.6844426406516,6298.20735965791,2036.4149555316953,-743.0231416014451,447.5270367509373,1834.1832942297406,792.9306957930847,-100.04743260473354,61.9523747018094,1834.1832942297406,792.9306957930847,393.85307409222844,20.960689789930694,58.51394317859514,58.825657282789294,58.75677472074094,58.583111264904154,4.6622806700210555,4.839546860765712,0.0035476486878901693,0.17371854205676662,62.301653072603436,62.44844650767452,62.15490377096216,62.220024445075914,62.383564278210386,2Lepton_OS,SFZ
restbkg,3,1300.0,5000.0,12.352635204309022,1.2391036250800032,3.705790561292707,3.705790561292707,3.705790561292707,3.705790561292707,0.620914394910488,0.6437529009735241,0.6276716748477452,-835.9888624719173,460.17441361975466,295.63910973359515,105.98622212049325,-743.0231416014451,447.5270367509373,231.82273823327424,100.54950397655598,-100.04743260473354,61.9523747018094,231.82273823327424,100.54950397655598,16.61832672687568,2.982107667670704,3.8899304548681295,3.9454002167389413,3.9312008975409896,3.9042798717724088,0.620914394910488,0.6437529009735241,0.00044891372216006303,0.022389592340876008,4.923521892399489,4.945619173756112,4.901481927467548,4.912877716645061,4.934299001723293,2Lepton_OS,SFZ
sm,1,200.0,800.0,13.607390391345794,0.0,0.6350346582985279,4.86087654243087,0.47628609935340216,4.8789897857607505,13.607390391345794,14.06309457736874,13.742063519993314,-3012.743298049123,998.7573972134467,86761.88067787932,10140.314587628514,-743.0231416014451,447.5270367509373,5040.392086396862,2156.9992621123056,-100.04743260473354,61.9523747018094,5040.392086396862,2156.9992621123056,2952.5932234751463,58.43463468992619,299.78230421019794,300.16751690813186,300.1285340224773,299.82133211279006,13.607390391345794,14.06309457736874,0.00970536742554358,0.4459988185974044,305.6134052955205,305.8024603206108,305.42435470820067,305.4626617464614,305.76419585331837,2Lepton_OS,SFZ
sm,2,800.0,1300.0,4.6622806700210555,0.0,0.19131419616194742,2.850125136338577,0.1543830447622203,2.8523639827224065,4.6622806700210555,4.839546860765712,4.714715521019996,-1356.6262683108675,732.6844426406516,6298.20735965791,2036.4149555316953,-743.0231416014451,447.5270367509373,1834.1832942297406,792.9306957930847,-100.04743260473354,61.9523747018094,1834.1832942297406,792.9306957930847,393.85307409222844,20.960689789930694,58.51394317859514,58.825657282789294,58.75677472074094,58.583111264904154,4.6622806700210555,4.839546860765712,0.0035476486878901693,0.17371854205676662,62.301653072603436,62.44844650767452,62.15490377096216,62.220024445075914,62.383564278210386,2Lepton_OS,SFZ
sm,3,1300.0,5000.0,0.620914394910488,0.0,0.026332098746922824,0.3348565417908018,0.01692720188012234,0.33546348957974886,0.620914394910488,0.6437529009735241,0.6276716748477452,-835.9888624719173,460.17441361975466,295.63910973359515,105.98622212049325,-743.0231416014451,447.5270367509373,231.82273823327424,100.54950397655598,-100.04743260473354,61.9523747018094,231.82273823327424,100.54950397655598,16.61832672687568,2.982107667670704,3.8899304548681295,3.9454002167389413,3.9312008975409896,3.9042798717724088,0.620914394910488,0.6437529009735241,0.00044891372216006303,0.022389592340876008,4.923521892399489,4.945619173756112,4.901481927467548,4.912877716645061,4.934299001723293,2Lepton_OS,SFZ
