Bin , QCD  , QCDerr , W    , Werr , Z , Zerr , 1top , 1toperr , ttbar , ttbarerr , diboson , dibosonerr , Bkg   , Bkgerr , WWW   , WWWerr , WWZ  , WWZerr , WZZ , WZZerr , ZZZ  , ZZZerr , Sig      , Sigerr   , SMWWW   , SMWWWerr , SMWWZ  , SMWWZerr , SMWZZ , SMWZZerr , SMZZZ  , SMZZZerr , SMSig      , SMSigerr
1   , 0.62 , 0.62   , 0.25 , 0.18 , 0 , 0    , 0.26 , 0.26    , 2.12  , 0.51     , 0       , 0          , -1.23 , -1.23  , 10.14 , 0.18   , 2.39 , 0.083  , 3.0 , 0.05   , 0.65 , 0.01   , -123.123 , -123.123 , 10.14 , 0.18   , 2.39 , 0.083  , 3.0 , 0.05   , 0.65 , 0.01   , -123.123 , -123.123
